[20:02:19] start results/CTOC14_Result_TEAM.txt sc9: m0 1024.14, fuel 416.64, flybys 21
[20:02:27]   it   0: fuel  414.97 kg, max miss     1276.3 km, median    600.2, rho      150, acc a=0.05 (6.4 s)
[20:03:37]   it  16: fuel  353.68 kg, max miss    77623.0 km, median   3863.3, rho      222, acc a=0.33 (4.4 s)
[20:03:40]   it  17: fuel  349.25 kg, max miss    66401.3 km, median   3894.5, rho      155, acc a=0.67 (2.3 s)
[20:03:44]   it  18: fuel  346.35 kg, max miss    61895.9 km, median   4011.8, rho      233, acc a=0.33 (4.2 s)
[20:03:46]   it  19: fuel  342.56 kg, max miss    53400.4 km, median   3569.7, rho      163, acc a=0.67 (2.4 s)
[20:03:50]   it  20: fuel  340.05 kg, max miss    50711.9 km, median   3822.3, rho      244, acc a=0.33 (4.2 s)
[20:03:53]   it  21: fuel  336.76 kg, max miss    44934.9 km, median   3564.0, rho      171, acc a=0.67 (2.4 s)
[20:03:57]   it  22: fuel  334.57 kg, max miss    43153.8 km, median   3807.3, rho      257, acc a=0.33 (4.5 s)
[20:04:00]   it  23: fuel  331.68 kg, max miss    38757.8 km, median   3507.8, rho      180, acc a=0.67 (2.2 s)
[20:04:04]   it  24: fuel  329.76 kg, max miss    37373.3 km, median   3656.2, rho      269, acc a=0.33 (4.3 s)
[20:04:06]   it  25: fuel  327.22 kg, max miss    33734.2 km, median   3269.6, rho      189, acc a=0.67 (2.3 s)
[20:04:10]   it  26: fuel  325.52 kg, max miss    32534.1 km, median   3336.7, rho      283, acc a=0.33 (4.2 s)
[20:04:13]   it  27: fuel  323.28 kg, max miss    29306.2 km, median   2852.6, rho      198, acc a=0.67 (2.4 s)
[20:04:18]   it  28: fuel  321.78 kg, max miss    28209.0 km, median   2860.9, rho      297, acc a=0.33 (5.0 s)
[20:04:20]   it  29: fuel  319.80 kg, max miss    25336.9 km, median   2351.7, rho      208, acc a=0.67 (2.5 s)
[20:04:25]   it  30: fuel  318.47 kg, max miss    24354.2 km, median   2346.2, rho      312, acc a=0.33 (4.8 s)
[20:04:28]   it  31: fuel  316.72 kg, max miss    21818.5 km, median   1878.7, rho      218, acc a=0.67 (2.4 s)
[20:04:32]   it  32: fuel  315.54 kg, max miss    20944.3 km, median   1873.8, rho      327, acc a=0.33 (4.6 s)
[20:04:35]   it  33: fuel  313.99 kg, max miss    18713.5 km, median   1454.3, rho      229, acc a=0.67 (2.5 s)
[20:04:39]   it  34: fuel  312.94 kg, max miss    17933.7 km, median   1448.2, rho      344, acc a=0.33 (4.4 s)
[20:04:42]   it  35: fuel  311.56 kg, max miss    15998.9 km, median   1107.0, rho      241, acc a=0.67 (2.7 s)
[20:04:47]   it  36: fuel  310.63 kg, max miss    15304.8 km, median   1099.8, rho      361, acc a=0.33 (5.3 s)
[20:04:51]   it  37: fuel  309.40 kg, max miss    13598.6 km, median    812.1, rho      253, acc a=0.67 (3.4 s)
[20:04:56]   it  38: fuel  308.57 kg, max miss    12972.4 km, median    796.3, rho      379, acc a=0.33 (5.1 s)
[20:04:58]   it  39: fuel  307.47 kg, max miss    11459.2 km, median    543.2, rho      265, acc a=0.67 (2.5 s)
[20:05:02]   it  40: fuel  306.73 kg, max miss    10896.4 km, median    516.2, rho      398, acc a=0.33 (4.1 s)
[20:05:04]   it  41: fuel  305.75 kg, max miss     9600.0 km, median    420.7, rho      279, acc a=0.67 (2.2 s)
[20:05:09]   it  42: fuel  305.09 kg, max miss     9111.7 km, median    395.3, rho      418, acc a=0.33 (4.2 s)
[20:05:11]   it  43: fuel  304.21 kg, max miss     7989.1 km, median    331.0, rho      293, acc a=0.67 (2.2 s)
[20:05:15]   it  44: fuel  303.62 kg, max miss     7591.6 km, median    306.2, rho      439, acc a=0.33 (3.7 s)
[20:05:17]   it  45: fuel  302.83 kg, max miss     6649.4 km, median    309.7, rho      307, acc a=0.67 (2.2 s)
[20:05:20]   it  46: fuel  302.29 kg, max miss     6329.0 km, median    291.4, rho      461, acc a=0.33 (3.7 s)
[20:05:23]   it  47: fuel  301.58 kg, max miss     5552.7 km, median    305.8, rho      323, acc a=0.67 (2.1 s)
[20:05:27]   it  48: fuel  301.10 kg, max miss     5301.5 km, median    286.5, rho      484, acc a=0.33 (4.6 s)
[20:05:29]   it  49: fuel  300.46 kg, max miss     4652.8 km, median    291.8, rho      339, acc a=0.67 (2.3 s)
[20:05:34]   it  50: fuel  300.03 kg, max miss     4454.0 km, median    272.9, rho      508, acc a=0.33 (4.1 s)
[20:05:36]   it  51: fuel  299.45 kg, max miss     3923.2 km, median    269.0, rho      356, acc a=0.67 (2.3 s)
[20:05:40]   it  52: fuel  299.05 kg, max miss     3764.8 km, median    251.1, rho      533, acc a=0.33 (4.4 s)
[20:05:44]   it  53: fuel  298.52 kg, max miss     3320.7 km, median    246.1, rho      373, acc a=0.67 (3.2 s)
[20:05:48]   it  54: fuel  298.16 kg, max miss     3193.5 km, median    228.9, rho      560, acc a=0.33 (4.6 s)
[20:05:51]   it  55: fuel  297.68 kg, max miss     2819.8 km, median    223.4, rho      392, acc a=0.67 (2.7 s)
[20:05:56]   it  56: fuel  297.35 kg, max miss     2717.3 km, median    209.3, rho      588, acc a=0.33 (5.2 s)
[20:05:58]   it  57: fuel  296.92 kg, max miss     2406.8 km, median    204.7, rho      412, acc a=0.67 (2.5 s)
[20:06:02]   it  58: fuel  296.61 kg, max miss     2322.2 km, median    193.2, rho      617, acc a=0.33 (4.0 s)
[20:06:05]   it  59: fuel  296.21 kg, max miss     2063.3 km, median    180.3, rho      432, acc a=0.67 (2.3 s)
[20:06:08]   it  60: fuel  295.94 kg, max miss     1996.5 km, median    170.2, rho      648, acc a=0.33 (3.8 s)
[20:06:11]   it  61: fuel  295.57 kg, max miss     1772.8 km, median    157.2, rho      454, acc a=0.67 (2.2 s)
[20:06:14]   it  62: fuel  295.31 kg, max miss     1717.6 km, median    148.1, rho      681, acc a=0.33 (3.8 s)
[20:06:17]   it  63: fuel  294.97 kg, max miss     1530.0 km, median    135.7, rho      476, acc a=0.67 (2.1 s)
[20:06:20]   it  64: fuel  294.74 kg, max miss     1483.9 km, median    128.6, rho      715, acc a=0.33 (3.7 s)
[20:06:22]   it  65: fuel  294.42 kg, max miss     1326.9 km, median    117.2, rho      500, acc a=0.67 (2.1 s)
[20:06:25]   it  66: fuel  293.78 kg, max miss     3624.0 km, median    308.8, rho      350, acc a=1.00 (2.3 s)
[20:06:29]   it  67: fuel  293.48 kg, max miss     3168.5 km, median    263.7, rho      525, acc a=0.33 (4.0 s)
[20:06:31]   it  68: fuel  293.09 kg, max miss     2403.7 km, median    200.3, rho      368, acc a=0.67 (2.2 s)
[20:06:35]   it  69: fuel  292.82 kg, max miss     2247.0 km, median    183.6, rho      552, acc a=0.33 (4.3 s)
[20:06:37]   it  70: fuel  292.46 kg, max miss     1902.6 km, median    158.0, rho      386, acc a=0.67 (2.3 s)
[20:06:41]   it  71: fuel  292.21 kg, max miss     1821.5 km, median    148.9, rho      579, acc a=0.33 (4.0 s)
[20:06:44]   it  72: fuel  291.88 kg, max miss     1600.9 km, median    132.8, rho      405, acc a=0.67 (2.2 s)
[20:06:48]   it  73: fuel  291.65 kg, max miss     1545.0 km, median    127.2, rho      608, acc a=0.33 (4.2 s)
[20:06:51]   it  74: fuel  291.34 kg, max miss     1371.7 km, median    115.1, rho      426, acc a=0.67 (2.8 s)
[20:06:57]   it  75: fuel  291.13 kg, max miss     1329.4 km, median    110.4, rho      639, acc a=0.33 (6.1 s)
[20:07:00]   it  76: fuel  290.84 kg, max miss     1184.5 km, median    100.2, rho      447, acc a=0.67 (2.8 s)
[20:07:02]   it  77: fuel  290.26 kg, max miss     3211.5 km, median    269.5, rho      313, acc a=1.00 (2.1 s)
[20:07:04]   it  78: fuel  289.46 kg, max miss     5972.8 km, median    501.7, rho      219, acc a=1.00 (2.1 s)
[20:07:08]   it  79: fuel  289.10 kg, max miss     5167.6 km, median    437.7, rho      329, acc a=0.33 (4.2 s)
[20:07:11]   it  80: fuel  288.63 kg, max miss     3852.9 km, median    339.4, rho      230, acc a=0.67 (2.7 s)
[20:07:16]   it  81: fuel  288.30 kg, max miss     3557.9 km, median    316.3, rho      345, acc a=0.33 (5.2 s)
[20:07:19]   it  82: fuel  287.87 kg, max miss     2967.8 km, median    274.4, rho      241, acc a=0.67 (3.0 s)
[20:07:26]   it  83: fuel  287.57 kg, max miss     2806.4 km, median    258.2, rho      362, acc a=0.33 (7.5 s)
[20:07:29]   it  84: fuel  287.18 kg, max miss     2424.8 km, median    232.1, rho      254, acc a=0.67 (2.4 s)
[20:07:33]   it  85: fuel  286.91 kg, max miss     2311.3 km, median    226.0, rho      380, acc a=0.33 (4.4 s)
[20:07:36]   it  86: fuel  286.54 kg, max miss     2022.2 km, median    205.2, rho      266, acc a=0.67 (2.4 s)
[20:07:40]   it  87: fuel  286.29 kg, max miss     1934.5 km, median    199.6, rho      399, acc a=0.33 (4.3 s)
[20:07:42]   it  88: fuel  285.96 kg, max miss     1702.6 km, median    180.5, rho      280, acc a=0.67 (2.4 s)
[20:07:47]   it  89: fuel  285.73 kg, max miss     1634.8 km, median    175.3, rho      419, acc a=0.33 (4.3 s)
[20:07:49]   it  90: fuel  285.42 kg, max miss     1443.1 km, median    160.1, rho      294, acc a=0.67 (2.3 s)
[20:07:53]   it  91: fuel  285.21 kg, max miss     1387.1 km, median    155.6, rho      440, acc a=0.33 (4.2 s)
[20:07:56]   it  92: fuel  284.93 kg, max miss     1227.5 km, median    141.6, rho      308, acc a=0.67 (2.9 s)
[20:08:01]   it  93: fuel  284.74 kg, max miss     1183.7 km, median    138.1, rho      462, acc a=0.33 (4.5 s)
[20:08:03]   it  94: fuel  284.47 kg, max miss     1044.4 km, median    126.5, rho      324, acc a=0.67 (2.5 s)
[20:08:06]   it  95: fuel  283.94 kg, max miss     2825.2 km, median    359.0, rho      227, acc a=1.00 (2.4 s)
[20:08:08]   it  96: fuel  283.21 kg, max miss     5193.0 km, median    688.1, rho      159, acc a=1.00 (2.3 s)
[20:08:12]   it  97: fuel  282.89 kg, max miss     4486.6 km, median    601.8, rho      238, acc a=0.33 (4.5 s)
[20:08:15]   it  98: fuel  282.45 kg, max miss     3344.1 km, median    464.3, rho      166, acc a=0.67 (2.5 s)
[20:08:20]   it  99: fuel  282.16 kg, max miss     3086.1 km, median    432.7, rho      250, acc a=0.33 (4.8 s)
[20:08:22]   it 100: fuel  281.76 kg, max miss     2573.3 km, median    375.0, rho      175, acc a=0.67 (2.4 s)
[20:08:27]   it 101: fuel  281.49 kg, max miss     2435.8 km, median    358.4, rho      262, acc a=0.33 (4.5 s)
[20:08:29]   it 102: fuel  281.13 kg, max miss     2110.9 km, median    323.5, rho      184, acc a=0.67 (2.5 s)
[20:08:33]   it 103: fuel  280.88 kg, max miss     2017.7 km, median    309.5, rho      275, acc a=0.33 (4.4 s)
[20:08:36]   it 104: fuel  280.54 kg, max miss     1773.6 km, median    278.7, rho      193, acc a=0.67 (2.4 s)
[20:08:40]   it 105: fuel  280.32 kg, max miss     1702.0 km, median    267.4, rho      289, acc a=0.33 (4.3 s)
[20:08:42]   it 106: fuel  280.01 kg, max miss     1499.6 km, median    242.3, rho      202, acc a=0.67 (2.2 s)
[20:08:47]   it 107: fuel  279.80 kg, max miss     1442.9 km, median    232.7, rho      304, acc a=0.33 (4.4 s)
[20:08:49]   it 108: fuel  279.52 kg, max miss     1280.9 km, median    208.5, rho      212, acc a=0.67 (2.4 s)
[20:08:53]   it 109: fuel  279.33 kg, max miss     1234.4 km, median    200.0, rho      319, acc a=0.33 (4.4 s)
[20:08:56]   it 110: fuel  279.07 kg, max miss     1094.0 km, median    181.0, rho      223, acc a=0.67 (2.7 s)
[20:09:01]   it 111: fuel  278.89 kg, max miss     1055.6 km, median    173.4, rho      335, acc a=0.33 (4.4 s)
[20:09:03]   it 112: fuel  278.65 kg, max miss      940.5 km, median    155.0, rho      234, acc a=0.67 (2.4 s)
[20:09:05]   it 113: fuel  278.17 kg, max miss     2556.0 km, median    421.1, rho      164, acc a=1.00 (2.3 s)
[20:09:08]   it 114: fuel  277.53 kg, max miss     4688.9 km, median    756.9, rho      115, acc a=1.00 (2.5 s)
[20:09:12]   it 115: fuel  277.24 kg, max miss     4045.4 km, median    655.9, rho      172, acc a=0.33 (4.5 s)
[20:09:15]   it 116: fuel  276.86 kg, max miss     3026.9 km, median    502.6, rho      121, acc a=0.67 (2.3 s)
[20:09:19]   it 117: fuel  276.60 kg, max miss     2793.1 km, median    460.8, rho      181, acc a=0.33 (4.4 s)
[20:09:22]   it 118: fuel  276.25 kg, max miss     2336.5 km, median    390.5, rho      127, acc a=0.67 (2.3 s)
[20:09:26]   it 119: fuel  276.02 kg, max miss     2212.5 km, median    366.6, rho      190, acc a=0.33 (4.5 s)
[20:09:31]   restore  0: fuel  275.91 kg, max miss     118.0 km, rho      500 (2.7 s)
[20:09:31] stage 1: fuel 275.91 kg (419 s)
[20:09:33] stage 2 (m0 823.30): fuel 221.80 kg
[20:09:39]   it   0: fuel  221.69 kg, max miss      496.7 km, median     68.9, rho      150, acc a=0.17 (4.1 s)
[20:09:41]   it   1: fuel  221.53 kg, max miss     1040.9 km, median    146.5, rho      105, acc a=0.33 (2.4 s)
[20:09:45]   it   2: fuel  221.38 kg, max miss     1380.6 km, median    196.1, rho      158, acc a=0.22 (4.3 s)
[20:09:48]   it   3: fuel  221.17 kg, max miss     1805.6 km, median    265.3, rho      110, acc a=0.44 (2.4 s)
[20:09:52]   it   4: fuel  220.98 kg, max miss     2115.3 km, median    311.9, rho      165, acc a=0.30 (4.2 s)
[20:09:54]   it   5: fuel  220.72 kg, max miss     2410.6 km, median    372.3, rho      116, acc a=0.59 (2.5 s)
[20:09:59]   it   6: fuel  220.51 kg, max miss     2505.0 km, median    386.5, rho      174, acc a=0.33 (4.5 s)
[20:10:01]   it   7: fuel  220.24 kg, max miss     2482.4 km, median    390.4, rho      122, acc a=0.67 (2.5 s)
[20:10:05]   it   8: fuel  220.05 kg, max miss     2404.5 km, median    373.6, rho      182, acc a=0.33 (4.1 s)
[20:10:08]   it   9: fuel  219.79 kg, max miss     2191.1 km, median    334.6, rho      128, acc a=0.67 (2.4 s)
[20:10:12]   it  10: fuel  219.63 kg, max miss     2096.7 km, median    314.7, rho      191, acc a=0.33 (4.6 s)
[20:10:15]   it  11: fuel  219.39 kg, max miss     1872.8 km, median    277.6, rho      134, acc a=0.67 (2.6 s)
[20:10:20]   it  12: fuel  219.24 kg, max miss     1785.7 km, median    260.7, rho      201, acc a=0.33 (4.6 s)
[20:10:22]   it  13: fuel  219.02 kg, max miss     1591.9 km, median    227.5, rho      141, acc a=0.67 (2.3 s)
[20:10:26]   it  14: fuel  218.89 kg, max miss     1517.2 km, median    215.1, rho      211, acc a=0.33 (4.4 s)
[20:10:29]   it  15: fuel  218.69 kg, max miss     1351.8 km, median    188.9, rho      148, acc a=0.67 (2.3 s)
[20:10:33]   it  16: fuel  218.56 kg, max miss     1293.4 km, median    177.5, rho      222, acc a=0.33 (4.7 s)
[20:10:36]   it  17: fuel  218.38 kg, max miss     1156.7 km, median    153.1, rho      155, acc a=0.67 (2.4 s)
[20:10:40]   it  18: fuel  218.27 kg, max miss     1108.2 km, median    144.1, rho      233, acc a=0.33 (4.3 s)
[20:10:42]   it  19: fuel  218.10 kg, max miss      988.1 km, median    126.3, rho      163, acc a=0.67 (2.4 s)
[20:10:47]   it  20: fuel  218.00 kg, max miss      949.3 km, median    118.6, rho      244, acc a=0.33 (4.5 s)
[20:10:49]   it  21: fuel  217.85 kg, max miss      849.6 km, median    102.6, rho      171, acc a=0.67 (2.3 s)
[20:10:54]   it  22: fuel  217.75 kg, max miss      814.3 km, median     98.0, rho      257, acc a=0.33 (4.3 s)
[20:10:56]   it  23: fuel  217.61 kg, max miss      730.9 km, median     83.9, rho      180, acc a=0.67 (2.9 s)
[20:11:01]   it  24: fuel  217.52 kg, max miss      702.1 km, median     80.2, rho      269, acc a=0.33 (4.4 s)
[20:11:03]   it  25: fuel  217.39 kg, max miss      630.7 km, median     68.1, rho      189, acc a=0.67 (2.4 s)
[20:11:08]   it  26: fuel  217.31 kg, max miss      607.9 km, median     64.6, rho      283, acc a=0.33 (4.8 s)
[20:11:11]   it  27: fuel  217.19 kg, max miss      546.1 km, median     56.4, rho      198, acc a=0.67 (2.6 s)
[20:11:15]   it  28: fuel  217.11 kg, max miss      527.1 km, median     52.7, rho      297, acc a=0.33 (4.6 s)
[20:11:18]   it  29: fuel  217.01 kg, max miss      470.9 km, median     48.3, rho      208, acc a=0.67 (2.6 s)
[20:11:22]   it  30: fuel  216.94 kg, max miss      455.5 km, median     45.3, rho      312, acc a=0.33 (4.1 s)
[20:11:24]   it  31: fuel  216.83 kg, max miss      408.6 km, median     41.1, rho      218, acc a=0.67 (2.4 s)
[20:11:27]   it  32: fuel  216.64 kg, max miss     1120.9 km, median    105.1, rho      153, acc a=1.00 (2.7 s)
[20:11:31]   it  33: fuel  216.56 kg, max miss      975.8 km, median     91.8, rho      229, acc a=0.33 (4.3 s)
[20:11:34]   it  34: fuel  216.43 kg, max miss      731.9 km, median     68.3, rho      160, acc a=0.67 (2.4 s)
[20:11:38]   it  35: fuel  216.36 kg, max miss      682.9 km, median     64.3, rho      241, acc a=0.33 (4.6 s)
[20:11:41]   it  36: fuel  216.24 kg, max miss      577.2 km, median     54.5, rho      168, acc a=0.67 (2.4 s)
[20:11:45]   it  37: fuel  216.17 kg, max miss      551.0 km, median     50.4, rho      253, acc a=0.33 (4.2 s)
[20:11:47]   it  38: fuel  216.07 kg, max miss      480.8 km, median     44.9, rho      177, acc a=0.67 (2.5 s)
[20:11:52]   it  39: fuel  216.00 kg, max miss      463.0 km, median     41.4, rho      265, acc a=0.33 (4.6 s)
[20:11:55]   it  40: fuel  215.90 kg, max miss      409.7 km, median     36.4, rho      186, acc a=0.67 (2.6 s)
[20:12:00]   it  41: fuel  215.84 kg, max miss      396.6 km, median     33.6, rho      279, acc a=0.33 (5.0 s)
[20:12:02]   it  42: fuel  215.75 kg, max miss      350.9 km, median     30.1, rho      195, acc a=0.67 (2.6 s)
[20:12:05]   it  43: fuel  215.58 kg, max miss      966.4 km, median     71.6, rho      137, acc a=1.00 (2.4 s)
[20:12:09]   it  44: fuel  215.51 kg, max miss      846.8 km, median     59.3, rho      205, acc a=0.33 (4.3 s)
[20:12:11]   it  45: fuel  215.41 kg, max miss      630.3 km, median     46.0, rho      143, acc a=0.67 (2.1 s)
[20:12:15]   it  46: fuel  215.35 kg, max miss      592.3 km, median     40.2, rho      215, acc a=0.33 (3.8 s)
[20:12:17]   it  47: fuel  215.25 kg, max miss      493.1 km, median     35.0, rho      151, acc a=0.67 (2.2 s)
[20:12:21]   it  48: fuel  215.19 kg, max miss      476.7 km, median     30.7, rho      226, acc a=0.33 (4.2 s)
[20:12:24]   it  49: fuel  215.10 kg, max miss      410.6 km, median     28.3, rho      158, acc a=0.67 (2.4 s)
[20:12:30]   it  50: fuel  215.04 kg, max miss      401.4 km, median     25.1, rho      237, acc a=0.33 (6.8 s)
[20:12:33]   it  51: fuel  214.96 kg, max miss      351.4 km, median     23.2, rho      166, acc a=0.67 (2.6 s)
[20:12:38]   it  52: fuel  214.91 kg, max miss      343.4 km, median     21.3, rho      249, acc a=0.33 (4.9 s)
[20:12:40]   it  53: fuel  214.83 kg, max miss      300.7 km, median     20.2, rho      174, acc a=0.67 (2.0 s)
[20:12:43]   it  54: fuel  214.78 kg, max miss      295.0 km, median     18.9, rho      261, acc a=0.33 (3.5 s)
[20:12:45]   it  55: fuel  214.71 kg, max miss      258.3 km, median     18.3, rho      183, acc a=0.67 (1.9 s)
[20:12:47]   it  56: fuel  214.58 kg, max miss      736.9 km, median     35.7, rho      128, acc a=1.00 (1.9 s)
[20:12:51]   it  57: fuel  214.52 kg, max miss      652.1 km, median     32.4, rho      192, acc a=0.33 (3.5 s)
[20:12:53]   it  58: fuel  214.44 kg, max miss      480.9 km, median     25.7, rho      134, acc a=0.67 (2.0 s)
[20:12:56]   it  59: fuel  214.39 kg, max miss      456.3 km, median     24.3, rho      202, acc a=0.33 (3.6 s)
[20:13:00]   restore  0: fuel  214.35 kg, max miss      46.2 km, rho      500 (2.0 s)
[20:13:01] stage 3 (m0 813.23): fuel 211.73 kg (629 s)
[20:17:48] RESULT {'src': 'results/CTOC14_Result_TEAM.txt', 'sc': 9, 'ok': True, 'errors': [], 'm0': np.float64(813.2255228747017), 'fuel': np.float64(211.7253922313812), 'fuel0': 416.637776598964, 'm0_0': 1024.1353936657497, 'flybys': 21, 'flybys0': 21, 'peak_thrust': 0.1383093029803853, 'J_i': 1.1755004365458022, 'J_i0': 1.3947348894347193, 'runtime': 915.8150019645691}
