[20:10:27] start results/CTOC14_Result_TEAM.txt sc13: m0 997.04, fuel 390.69, flybys 27
[20:10:36]   it   0: fuel  389.18 kg, max miss     1186.0 km, median    614.6, rho      150, acc a=0.05 (7.2 s)
[20:12:12]   it  27: fuel  304.44 kg, max miss    30761.9 km, median   7466.0, rho      198, acc a=0.67 (2.4 s)
[20:12:17]   it  28: fuel  303.33 kg, max miss    28647.6 km, median   7090.3, rho      297, acc a=0.33 (4.1 s)
[20:12:19]   it  29: fuel  301.86 kg, max miss    25395.6 km, median   6358.5, rho      208, acc a=0.67 (2.3 s)
[20:12:23]   it  30: fuel  300.88 kg, max miss    23778.4 km, median   6144.8, rho      312, acc a=0.33 (4.4 s)
[20:12:27]   it  31: fuel  299.58 kg, max miss    21058.5 km, median   5532.3, rho      218, acc a=0.67 (4.3 s)
[20:12:33]   it  32: fuel  298.71 kg, max miss    19889.0 km, median   5346.6, rho      327, acc a=0.33 (5.5 s)
[20:12:36]   it  33: fuel  297.56 kg, max miss    17748.0 km, median   4840.5, rho      229, acc a=0.67 (3.5 s)
[20:12:40]   it  34: fuel  296.78 kg, max miss    16907.0 km, median   4702.3, rho      344, acc a=0.33 (3.8 s)
[20:12:42]   it  35: fuel  295.75 kg, max miss    15235.4 km, median   4277.7, rho      241, acc a=0.67 (2.1 s)
[20:12:46]   it  36: fuel  295.05 kg, max miss    14613.2 km, median   4161.8, rho      361, acc a=0.33 (3.7 s)
[20:12:48]   it  37: fuel  294.12 kg, max miss    13260.9 km, median   3785.7, rho      253, acc a=0.67 (2.1 s)
[20:12:52]   it  38: fuel  293.49 kg, max miss    12780.1 km, median   3690.7, rho      379, acc a=0.33 (3.7 s)
[20:12:54]   it  39: fuel  292.64 kg, max miss    11651.8 km, median   3364.3, rho      265, acc a=0.67 (2.1 s)
[20:12:58]   it  40: fuel  292.07 kg, max miss    11273.8 km, median   3286.4, rho      398, acc a=0.33 (3.8 s)
[20:13:00]   it  41: fuel  291.30 kg, max miss    10312.1 km, median   3003.2, rho      279, acc a=0.67 (2.0 s)
[20:13:03]   it  42: fuel  290.78 kg, max miss    10007.8 km, median   2937.7, rho      418, acc a=0.33 (3.6 s)
[20:13:05]   it  43: fuel  290.08 kg, max miss     9174.2 km, median   2686.8, rho      293, acc a=0.67 (2.0 s)
[20:13:09]   it  44: fuel  289.60 kg, max miss     8926.9 km, median   2630.1, rho      439, acc a=0.33 (3.6 s)
[20:13:11]   it  45: fuel  288.97 kg, max miss     8199.9 km, median   2405.5, rho      307, acc a=0.67 (2.1 s)
[20:13:15]   it  46: fuel  288.53 kg, max miss     7989.8 km, median   2356.2, rho      461, acc a=0.33 (3.6 s)
[20:13:17]   it  47: fuel  287.94 kg, max miss     7341.6 km, median   2154.7, rho      323, acc a=0.67 (2.0 s)
[20:13:20]   it  48: fuel  287.54 kg, max miss     7163.7 km, median   2111.6, rho      484, acc a=0.33 (3.6 s)
[20:13:22]   it  49: fuel  287.00 kg, max miss     6592.8 km, median   1933.0, rho      339, acc a=0.67 (2.1 s)
[20:13:26]   it  50: fuel  286.63 kg, max miss     6443.3 km, median   1894.9, rho      508, acc a=0.33 (3.6 s)
[20:13:28]   it  51: fuel  286.13 kg, max miss     5931.4 km, median   1734.2, rho      356, acc a=0.67 (2.3 s)
[20:13:33]   it  52: fuel  285.79 kg, max miss     5799.7 km, median   1700.7, rho      533, acc a=0.33 (4.3 s)
[20:13:35]   it  53: fuel  285.33 kg, max miss     5340.5 km, median   1557.2, rho      373, acc a=0.67 (2.1 s)
[20:13:38]   it  54: fuel  285.01 kg, max miss     5223.8 km, median   1526.8, rho      560, acc a=0.33 (3.6 s)
[20:13:40]   it  55: fuel  284.59 kg, max miss     4806.2 km, median   1396.3, rho      392, acc a=0.67 (2.0 s)
[20:13:44]   it  56: fuel  284.29 kg, max miss     4704.3 km, median   1370.1, rho      588, acc a=0.33 (3.8 s)
[20:13:46]   it  57: fuel  283.90 kg, max miss     4322.8 km, median   1252.0, rho      412, acc a=0.67 (2.3 s)
[20:13:50]   it  58: fuel  283.63 kg, max miss     4231.4 km, median   1228.0, rho      617, acc a=0.33 (4.1 s)
[20:13:53]   it  59: fuel  283.26 kg, max miss     3888.5 km, median   1123.6, rho      432, acc a=0.67 (2.3 s)
[20:13:57]   it  60: fuel  283.01 kg, max miss     3812.4 km, median   1102.8, rho      648, acc a=0.33 (4.0 s)
[20:14:00]   it  61: fuel  282.67 kg, max miss     3495.6 km, median   1006.5, rho      454, acc a=0.67 (2.9 s)
[20:14:04]   it  62: fuel  282.44 kg, max miss     3429.6 km, median    988.9, rho      681, acc a=0.33 (4.4 s)
[20:14:06]   it  63: fuel  282.12 kg, max miss     3149.5 km, median    904.0, rho      476, acc a=0.67 (2.3 s)
[20:14:10]   it  64: fuel  281.90 kg, max miss     3086.0 km, median    886.5, rho      715, acc a=0.33 (4.0 s)
[20:14:13]   it  65: fuel  281.61 kg, max miss     2829.9 km, median    808.9, rho      500, acc a=0.67 (2.3 s)
[20:14:17]   it  66: fuel  281.40 kg, max miss     2779.8 km, median    795.5, rho      750, acc a=0.33 (4.0 s)
[20:14:19]   it  67: fuel  281.13 kg, max miss     2548.1 km, median    726.1, rho      525, acc a=0.67 (2.3 s)
[20:14:23]   it  68: fuel  280.94 kg, max miss     2500.6 km, median    713.2, rho      788, acc a=0.33 (3.9 s)
[20:14:25]   it  69: fuel  280.68 kg, max miss     2294.6 km, median    651.5, rho      552, acc a=0.67 (2.4 s)
[20:14:29]   it  70: fuel  280.51 kg, max miss     2253.2 km, median    640.1, rho      827, acc a=0.33 (3.9 s)
[20:14:31]   it  71: fuel  280.27 kg, max miss     2062.3 km, median    584.1, rho      579, acc a=0.67 (2.2 s)
[20:14:35]   it  72: fuel  280.10 kg, max miss     2025.6 km, median    574.0, rho      869, acc a=0.33 (3.9 s)
[20:14:37]   it  73: fuel  279.88 kg, max miss     1855.5 km, median    523.6, rho      608, acc a=0.67 (2.3 s)
[20:14:41]   it  74: fuel  279.72 kg, max miss     1823.2 km, median    515.0, rho      912, acc a=0.33 (3.9 s)
[20:14:44]   it  75: fuel  279.51 kg, max miss     1669.3 km, median    470.4, rho      639, acc a=0.67 (2.2 s)
[20:14:47]   it  76: fuel  279.37 kg, max miss     1639.4 km, median    462.3, rho      958, acc a=0.33 (3.8 s)
[20:14:50]   it  77: fuel  279.17 kg, max miss     1500.0 km, median    421.9, rho      670, acc a=0.67 (2.2 s)
[20:14:53]   it  78: fuel  279.04 kg, max miss     1476.0 km, median    415.2, rho 1.01e+03, acc a=0.33 (3.9 s)
[20:14:56]   it  79: fuel  278.85 kg, max miss     1351.6 km, median    379.1, rho      704, acc a=0.67 (2.1 s)
[20:14:59]   it  80: fuel  278.73 kg, max miss     1328.3 km, median    373.0, rho 1.06e+03, acc a=0.33 (3.9 s)
[20:15:02]   it  81: fuel  278.55 kg, max miss     1214.8 km, median    340.0, rho      739, acc a=0.67 (2.4 s)
[20:15:06]   it  82: fuel  278.43 kg, max miss     1194.9 km, median    334.7, rho 1.11e+03, acc a=0.33 (3.7 s)
[20:15:08]   it  83: fuel  278.27 kg, max miss     1092.7 km, median    304.9, rho      776, acc a=0.67 (2.2 s)
[20:15:12]   it  84: fuel  278.16 kg, max miss     1075.0 km, median    300.4, rho 1.16e+03, acc a=0.33 (4.0 s)
[20:15:14]   it  85: fuel  278.01 kg, max miss      983.9 km, median    274.3, rho      815, acc a=0.67 (2.2 s)
[20:15:18]   it  86: fuel  277.90 kg, max miss      968.0 km, median    270.3, rho 1.22e+03, acc a=0.33 (4.0 s)
[20:15:20]   it  87: fuel  277.76 kg, max miss      886.2 km, median    246.7, rho      856, acc a=0.67 (2.3 s)
[20:15:25]   it  88: fuel  277.66 kg, max miss      871.6 km, median    242.8, rho 1.28e+03, acc a=0.33 (4.2 s)
[20:15:27]   it  89: fuel  277.53 kg, max miss      796.9 km, median    221.7, rho      899, acc a=0.67 (2.0 s)
[20:15:31]   it  90: fuel  277.43 kg, max miss      785.0 km, median    218.7, rho 1.35e+03, acc a=0.33 (4.1 s)
[20:15:33]   it  91: fuel  277.31 kg, max miss      716.6 km, median    199.1, rho      943, acc a=0.67 (2.2 s)
[20:15:37]   it  92: fuel  277.22 kg, max miss      706.5 km, median    196.6, rho 1.42e+03, acc a=0.33 (4.0 s)
[20:15:39]   it  93: fuel  277.10 kg, max miss      644.9 km, median    179.1, rho      991, acc a=0.67 (2.3 s)
[20:15:43]   it  94: fuel  277.02 kg, max miss      635.6 km, median    176.9, rho 1.49e+03, acc a=0.33 (4.1 s)
[20:15:47]   it  95: fuel  276.91 kg, max miss      581.0 km, median    161.5, rho 1.04e+03, acc a=0.67 (3.3 s)
[20:15:51]   it  96: fuel  276.83 kg, max miss      572.6 km, median    159.3, rho 1.56e+03, acc a=0.33 (4.6 s)
[20:15:54]   it  97: fuel  276.73 kg, max miss      523.7 km, median    145.4, rho 1.09e+03, acc a=0.67 (2.6 s)
[20:15:57]   it  98: fuel  276.65 kg, max miss      515.0 km, median    143.1, rho 1.64e+03, acc a=0.33 (3.6 s)
[20:15:59]   it  99: fuel  276.56 kg, max miss      473.4 km, median    131.2, rho 1.15e+03, acc a=0.67 (2.0 s)
[20:16:03]   it 100: fuel  276.49 kg, max miss      467.4 km, median    129.8, rho 1.72e+03, acc a=0.33 (3.6 s)
[20:16:05]   it 101: fuel  276.40 kg, max miss      427.5 km, median    118.3, rho  1.2e+03, acc a=0.67 (2.0 s)
[20:16:08]   it 102: fuel  276.33 kg, max miss      420.8 km, median    116.7, rho 1.81e+03, acc a=0.33 (3.5 s)
[20:16:11]   it 103: fuel  276.24 kg, max miss      383.8 km, median    106.5, rho 1.26e+03, acc a=0.67 (2.0 s)
[20:16:14]   it 104: fuel  276.18 kg, max miss      377.6 km, median    105.0, rho  1.9e+03, acc a=0.33 (3.5 s)
[20:16:16]   it 105: fuel  276.10 kg, max miss      345.3 km, median     96.0, rho 1.33e+03, acc a=0.67 (2.0 s)
[20:16:20]   it 106: fuel  276.04 kg, max miss      339.9 km, median     94.6, rho 1.99e+03, acc a=0.33 (3.5 s)
[20:16:22]   it 107: fuel  275.97 kg, max miss      310.6 km, median     86.6, rho 1.39e+03, acc a=0.67 (2.0 s)
[20:16:25]   it 108: fuel  275.91 kg, max miss      306.1 km, median     85.5, rho 2.09e+03, acc a=0.33 (3.5 s)
[20:16:27]   it 109: fuel  275.84 kg, max miss      278.5 km, median     77.9, rho 1.46e+03, acc a=0.67 (2.0 s)
[20:16:31]   it 110: fuel  275.79 kg, max miss      275.0 km, median     77.0, rho  2.2e+03, acc a=0.33 (3.5 s)
[20:16:33]   it 111: fuel  275.72 kg, max miss      251.6 km, median     70.6, rho 1.54e+03, acc a=0.67 (2.0 s)
[20:16:36]   it 112: fuel  275.67 kg, max miss      248.0 km, median     69.7, rho 2.31e+03, acc a=0.33 (3.5 s)
[20:16:38]   it 113: fuel  275.61 kg, max miss      226.5 km, median     63.8, rho 1.61e+03, acc a=0.67 (2.1 s)
[20:16:42]   it 114: fuel  275.56 kg, max miss      223.6 km, median     63.1, rho 2.42e+03, acc a=0.33 (3.5 s)
[20:16:44]   it 115: fuel  275.50 kg, max miss      204.3 km, median     57.8, rho 1.69e+03, acc a=0.67 (2.0 s)
[20:16:47]   it 116: fuel  275.46 kg, max miss      201.5 km, median     57.1, rho 2.54e+03, acc a=0.33 (3.5 s)
[20:16:49]   it 117: fuel  275.40 kg, max miss      183.7 km, median     52.3, rho 1.78e+03, acc a=0.67 (2.0 s)
[20:16:51]   it 118: fuel  275.27 kg, max miss      535.6 km, median    146.5, rho 1.25e+03, acc a=1.00 (2.0 s)
[20:16:55]   it 119: fuel  275.22 kg, max miss      476.4 km, median    130.7, rho 1.87e+03, acc a=0.33 (3.5 s)
[20:16:58]   restore  0: fuel  275.22 kg, max miss     476.4 km, rho    4e+03 (2.1 s)
[20:17:00]   restore  1: fuel  275.16 kg, max miss     105.3 km, rho    2e+03 (2.0 s)
[20:17:00] stage 1: fuel 275.16 kg (393 s)
[20:17:02] stage 2 (m0 830.78): fuel 229.28 kg
[20:17:09]   it   0: fuel  229.28 kg, max miss      105.3 km, median     32.0, rho      400, REJ (5.1 s)
[20:17:11]   it   1: fuel  229.25 kg, max miss      170.8 km, median     44.6, rho      280, acc a=0.05 (2.0 s)
[20:17:14]   it   2: fuel  229.23 kg, max miss      223.4 km, median     55.1, rho      420, acc a=0.03 (3.5 s)
[20:17:16]   it   3: fuel  229.20 kg, max miss      308.9 km, median     73.2, rho      294, acc a=0.07 (2.0 s)
[20:17:20]   it   4: fuel  229.18 kg, max miss      378.5 km, median     88.3, rho      441, acc a=0.04 (3.5 s)
[20:17:22]   it   5: fuel  229.14 kg, max miss      488.2 km, median    113.3, rho      309, acc a=0.09 (2.0 s)
[20:17:25]   it   6: fuel  229.10 kg, max miss      577.9 km, median    133.9, rho      463, acc a=0.06 (3.5 s)
[20:17:30]   it   7: fuel  229.09 kg, max miss      591.3 km, median    136.1, rho      695, acc a=0.04 (5.3 s)
[20:17:32]   it   8: fuel  229.07 kg, max miss      605.5 km, median    138.3, rho      486, acc a=0.08 (2.1 s)
[20:17:36]   it   9: fuel  229.05 kg, max miss      623.8 km, median    141.8, rho      729, acc a=0.05 (3.6 s)
[20:17:38]   it  10: fuel  229.02 kg, max miss      643.1 km, median    145.7, rho      511, acc a=0.11 (2.0 s)
[20:17:42]   it  11: fuel  229.00 kg, max miss      668.3 km, median    151.3, rho      766, acc a=0.07 (3.5 s)
[20:17:44]   it  12: fuel  228.96 kg, max miss      694.3 km, median    157.6, rho      536, acc a=0.14 (2.0 s)
[20:17:47]   it  13: fuel  228.93 kg, max miss      730.1 km, median    166.5, rho      804, acc a=0.09 (3.5 s)
[20:17:49]   it  14: fuel  228.89 kg, max miss      765.4 km, median    176.4, rho      563, acc a=0.19 (2.0 s)
[20:17:53]   it  15: fuel  228.85 kg, max miss      815.1 km, median    189.7, rho      844, acc a=0.12 (3.5 s)
[20:17:55]   it  16: fuel  228.79 kg, max miss      862.8 km, median    204.6, rho      591, acc a=0.25 (2.2 s)
[20:17:58]   it  17: fuel  228.74 kg, max miss      934.5 km, median    224.8, rho      886, acc a=0.17 (3.6 s)
[20:18:00]   it  18: fuel  228.67 kg, max miss      998.5 km, median    245.7, rho      621, acc a=0.33 (2.1 s)
[20:18:04]   it  19: fuel  228.60 kg, max miss     1096.4 km, median    273.4, rho      931, acc a=0.22 (3.6 s)
[20:18:06]   it  20: fuel  228.51 kg, max miss     1172.3 km, median    298.4, rho      652, acc a=0.44 (2.0 s)
[20:18:10]   it  21: fuel  228.43 kg, max miss     1311.4 km, median    337.5, rho      977, acc a=0.30 (3.5 s)
[20:18:12]   it  22: fuel  228.31 kg, max miss     1402.3 km, median    367.0, rho      684, acc a=0.59 (2.0 s)
[20:18:15]   it  23: fuel  228.22 kg, max miss     1472.2 km, median    386.7, rho 1.03e+03, acc a=0.33 (3.6 s)
[20:18:18]   it  24: fuel  228.10 kg, max miss     1450.8 km, median    383.3, rho      718, acc a=0.67 (2.6 s)
[20:18:22]   it  25: fuel  228.02 kg, max miss     1440.6 km, median    381.2, rho 1.08e+03, acc a=0.33 (4.2 s)
[20:18:24]   it  26: fuel  227.90 kg, max miss     1328.8 km, median    352.6, rho      754, acc a=0.67 (2.1 s)
[20:18:28]   it  27: fuel  227.82 kg, max miss     1305.5 km, median    346.5, rho 1.13e+03, acc a=0.33 (3.5 s)
[20:18:30]   it  28: fuel  227.71 kg, max miss     1187.9 km, median    315.4, rho      792, acc a=0.67 (2.0 s)
[20:18:33]   it  29: fuel  227.63 kg, max miss     1163.2 km, median    308.9, rho 1.19e+03, acc a=0.33 (3.5 s)
[20:18:35]   it  30: fuel  227.53 kg, max miss     1058.4 km, median    281.4, rho      832, acc a=0.67 (2.0 s)
[20:18:39]   it  31: fuel  227.46 kg, max miss     1037.3 km, median    275.7, rho 1.25e+03, acc a=0.33 (3.5 s)
[20:18:41]   it  32: fuel  227.37 kg, max miss      938.5 km, median    249.3, rho      873, acc a=0.67 (2.0 s)
[20:18:44]   it  33: fuel  227.30 kg, max miss      920.5 km, median    244.5, rho 1.31e+03, acc a=0.33 (3.6 s)
[20:18:46]   it  34: fuel  227.21 kg, max miss      837.1 km, median    222.5, rho      917, acc a=0.67 (2.0 s)
[20:18:50]   it  35: fuel  227.15 kg, max miss      822.2 km, median    218.8, rho 1.38e+03, acc a=0.33 (3.5 s)
[20:18:52]   it  36: fuel  227.06 kg, max miss      745.9 km, median    197.9, rho      963, acc a=0.67 (2.0 s)
[20:18:55]   it  37: fuel  227.00 kg, max miss      733.1 km, median    194.8, rho 1.44e+03, acc a=0.33 (3.6 s)
[20:18:57]   it  38: fuel  226.92 kg, max miss      664.6 km, median    176.4, rho 1.01e+03, acc a=0.67 (2.1 s)
[20:19:01]   it  39: fuel  226.87 kg, max miss      653.3 km, median    173.7, rho 1.52e+03, acc a=0.33 (3.5 s)
[20:19:03]   it  40: fuel  226.79 kg, max miss      595.5 km, median    158.2, rho 1.06e+03, acc a=0.67 (2.0 s)
[20:19:06]   it  41: fuel  226.74 kg, max miss      585.4 km, median    155.8, rho 1.59e+03, acc a=0.33 (3.5 s)
[20:19:08]   it  42: fuel  226.67 kg, max miss      532.3 km, median    141.7, rho 1.11e+03, acc a=0.67 (2.0 s)
[20:19:12]   it  43: fuel  226.62 kg, max miss      523.0 km, median    139.4, rho 1.67e+03, acc a=0.33 (3.5 s)
[20:19:14]   it  44: fuel  226.55 kg, max miss      476.0 km, median    126.9, rho 1.17e+03, acc a=0.67 (2.0 s)
[20:19:17]   it  45: fuel  226.51 kg, max miss      467.0 km, median    124.6, rho 1.76e+03, acc a=0.33 (3.5 s)
[20:19:19]   it  46: fuel  226.45 kg, max miss      424.3 km, median    113.2, rho 1.23e+03, acc a=0.67 (2.0 s)
[20:19:23]   it  47: fuel  226.40 kg, max miss      418.1 km, median    111.8, rho 1.84e+03, acc a=0.33 (3.5 s)
[20:19:25]   it  48: fuel  226.34 kg, max miss      380.1 km, median    101.6, rho 1.29e+03, acc a=0.67 (2.0 s)
[20:19:28]   it  49: fuel  226.30 kg, max miss      374.5 km, median    100.4, rho 1.94e+03, acc a=0.33 (3.5 s)
[20:19:30]   it  50: fuel  226.25 kg, max miss      340.1 km, median     91.3, rho 1.35e+03, acc a=0.67 (2.0 s)
[20:19:34]   it  51: fuel  226.21 kg, max miss      334.4 km, median     89.9, rho 2.03e+03, acc a=0.33 (3.5 s)
[20:19:36]   it  52: fuel  226.16 kg, max miss      303.5 km, median     81.6, rho 1.42e+03, acc a=0.67 (2.0 s)
[20:19:39]   it  53: fuel  226.12 kg, max miss      298.1 km, median     80.3, rho 2.13e+03, acc a=0.33 (3.5 s)
[20:19:41]   it  54: fuel  226.07 kg, max miss      272.4 km, median     73.7, rho 1.49e+03, acc a=0.67 (2.0 s)
[20:19:45]   it  55: fuel  226.04 kg, max miss      268.3 km, median     72.8, rho 2.24e+03, acc a=0.33 (3.5 s)
[20:19:47]   it  56: fuel  225.99 kg, max miss      245.1 km, median     66.9, rho 1.57e+03, acc a=0.67 (2.0 s)
[20:19:50]   it  57: fuel  225.96 kg, max miss      240.4 km, median     65.6, rho 2.35e+03, acc a=0.33 (3.5 s)
[20:19:52]   it  58: fuel  225.91 kg, max miss      219.1 km, median     60.1, rho 1.65e+03, acc a=0.67 (2.0 s)
[20:19:56]   it  59: fuel  225.88 kg, max miss      215.3 km, median     59.2, rho 2.47e+03, acc a=0.33 (3.5 s)
[20:19:59]   restore  0: fuel  225.88 kg, max miss     215.3 km, rho    4e+03 (2.0 s)
[20:20:02]   restore  1: fuel  225.84 kg, max miss     107.2 km, rho    2e+03 (2.0 s)
[20:20:03] stage 3 (m0 826.06): fuel 224.56 kg (576 s)
[20:24:37] RESULT {'src': 'results/CTOC14_Result_TEAM.txt', 'sc': 13, 'ok': True, 'errors': [], 'm0': np.float64(826.0625988354673), 'fuel': np.float64(224.5708445093244), 'fuel0': 390.6891118161203, 'm0_0': 997.0387211976522, 'flybys': 27, 'flybys0': 27, 'peak_thrust': 0.17920478878342627, 'J_i': 1.187546906613214, 'J_i0': 1.364027528472949, 'runtime': 849.6535778045654}
