[20:09:35] start results/CTOC14_Result_TEAM.txt sc10: m0 831.76, fuel 226.53, flybys 23
[20:09:45]   it   0: fuel  225.14 kg, max miss     3156.6 km, median    734.5, rho      150, acc a=0.05 (7.2 s)
[20:12:24]   it  40: fuel  185.51 kg, max miss     2446.3 km, median    887.5, rho      853, acc a=0.67 (2.6 s)
[20:12:31]   it  41: fuel  185.07 kg, max miss     2329.0 km, median    886.6, rho 1.28e+03, acc a=0.33 (7.8 s)
[20:12:34]   it  42: fuel  184.49 kg, max miss     2064.3 km, median    789.3, rho      895, acc a=0.67 (2.9 s)
[20:12:39]   it  43: fuel  184.10 kg, max miss     1968.5 km, median    787.8, rho 1.34e+03, acc a=0.33 (5.1 s)
[20:12:42]   it  44: fuel  183.57 kg, max miss     1750.4 km, median    707.0, rho      940, acc a=0.67 (2.3 s)
[20:12:46]   it  45: fuel  183.22 kg, max miss     1673.4 km, median    698.8, rho 1.41e+03, acc a=0.33 (4.0 s)
[20:12:48]   it  46: fuel  182.74 kg, max miss     1490.5 km, median    621.4, rho      987, acc a=0.67 (2.2 s)
[20:12:52]   it  47: fuel  182.42 kg, max miss     1429.0 km, median    621.4, rho 1.48e+03, acc a=0.33 (4.0 s)
[20:12:54]   it  48: fuel  182.00 kg, max miss     1279.3 km, median    547.5, rho 1.04e+03, acc a=0.67 (2.2 s)
[20:12:58]   it  49: fuel  181.70 kg, max miss     1221.3 km, median    534.2, rho 1.55e+03, acc a=0.33 (4.1 s)
[20:13:01]   it  50: fuel  181.32 kg, max miss     1095.3 km, median    459.1, rho 1.09e+03, acc a=0.67 (2.2 s)
[20:13:04]   it  51: fuel  181.05 kg, max miss     1041.9 km, median    439.2, rho 1.63e+03, acc a=0.33 (3.9 s)
[20:13:07]   it  52: fuel  180.70 kg, max miss      928.4 km, median    359.6, rho 1.14e+03, acc a=0.67 (2.2 s)
[20:13:09]   it  53: fuel  179.99 kg, max miss     2484.0 km, median    889.3, rho      800, acc a=1.00 (2.2 s)
[20:13:11]   it  54: fuel  179.04 kg, max miss     4378.0 km, median   1619.3, rho      560, acc a=1.00 (2.3 s)
[20:13:15]   it  55: fuel  178.63 kg, max miss     3699.0 km, median   1405.1, rho      840, acc a=0.33 (3.9 s)
[20:13:17]   it  56: fuel  178.08 kg, max miss     2725.1 km, median   1065.7, rho      588, acc a=0.67 (2.2 s)
[20:13:21]   it  57: fuel  177.71 kg, max miss     2453.8 km, median    980.5, rho      882, acc a=0.33 (3.9 s)
[20:13:23]   it  58: fuel  177.22 kg, max miss     2040.4 km, median    832.6, rho      617, acc a=0.67 (2.2 s)
[20:13:27]   it  59: fuel  176.90 kg, max miss     1879.9 km, median    774.3, rho      926, acc a=0.33 (4.1 s)
[20:13:30]   it  60: fuel  176.46 kg, max miss     1620.7 km, median    666.8, rho      648, acc a=0.67 (2.6 s)
[20:13:34]   it  61: fuel  176.17 kg, max miss     1505.4 km, median    617.8, rho      972, acc a=0.33 (4.4 s)
[20:13:37]   it  62: fuel  175.77 kg, max miss     1304.8 km, median    523.3, rho      681, acc a=0.67 (2.2 s)
[20:13:41]   it  63: fuel  175.51 kg, max miss     1222.8 km, median    496.6, rho 1.02e+03, acc a=0.33 (3.9 s)
[20:13:43]   it  64: fuel  175.16 kg, max miss     1073.8 km, median    434.1, rho      715, acc a=0.67 (2.2 s)
[20:13:47]   it  65: fuel  174.92 kg, max miss     1008.5 km, median    411.7, rho 1.07e+03, acc a=0.33 (4.4 s)
[20:13:50]   it  66: fuel  174.60 kg, max miss      895.4 km, median    369.1, rho      750, acc a=0.67 (2.5 s)
[20:13:54]   it  67: fuel  174.39 kg, max miss      841.5 km, median    347.0, rho 1.13e+03, acc a=0.33 (4.3 s)
[20:13:57]   it  68: fuel  174.10 kg, max miss      753.8 km, median    314.3, rho      788, acc a=0.67 (2.6 s)
[20:14:02]   it  69: fuel  173.90 kg, max miss      710.7 km, median    296.9, rho 1.18e+03, acc a=0.33 (5.2 s)
[20:14:04]   it  70: fuel  173.64 kg, max miss      635.9 km, median    268.9, rho      827, acc a=0.67 (2.4 s)
[20:14:09]   it  71: fuel  173.46 kg, max miss      601.5 km, median    254.9, rho 1.24e+03, acc a=0.33 (4.4 s)
[20:14:11]   it  72: fuel  173.22 kg, max miss      535.4 km, median    229.4, rho      869, acc a=0.67 (2.4 s)
[20:14:14]   it  73: fuel  172.73 kg, max miss     1535.0 km, median    648.3, rho      608, acc a=1.00 (2.5 s)
[20:14:16]   it  74: fuel  172.08 kg, max miss     2757.2 km, median   1159.0, rho      426, acc a=1.00 (2.4 s)
[20:14:20]   it  75: fuel  171.80 kg, max miss     2334.8 km, median    978.5, rho      639, acc a=0.33 (4.3 s)
[20:14:23]   it  76: fuel  171.42 kg, max miss     1730.6 km, median    727.6, rho      447, acc a=0.67 (2.4 s)
[20:14:28]   it  77: fuel  171.17 kg, max miss     1566.4 km, median    656.4, rho      670, acc a=0.33 (4.8 s)
[20:14:30]   it  78: fuel  170.83 kg, max miss     1319.8 km, median    554.6, rho      469, acc a=0.67 (2.5 s)
[20:14:34]   it  79: fuel  170.60 kg, max miss     1237.0 km, median    518.8, rho      704, acc a=0.33 (4.2 s)
[20:14:37]   it  80: fuel  170.29 kg, max miss     1107.0 km, median    466.1, rho      493, acc a=0.67 (2.4 s)
[20:14:41]   it  81: fuel  170.09 kg, max miss     1040.2 km, median    436.4, rho      739, acc a=0.33 (4.2 s)
[20:14:43]   it  82: fuel  169.81 kg, max miss      947.7 km, median    398.9, rho      517, acc a=0.67 (2.4 s)
[20:14:47]   it  83: fuel  169.62 kg, max miss      875.6 km, median    368.0, rho      776, acc a=0.33 (4.2 s)
[20:14:50]   it  84: fuel  169.37 kg, max miss      753.9 km, median    319.0, rho      543, acc a=0.67 (2.4 s)
[20:14:54]   it  85: fuel  169.20 kg, max miss      696.7 km, median    294.5, rho      815, acc a=0.33 (4.3 s)
[20:14:57]   it  86: fuel  168.97 kg, max miss      601.0 km, median    256.2, rho      570, acc a=0.67 (2.5 s)
[20:14:59]   it  87: fuel  168.50 kg, max miss     1588.0 km, median    662.2, rho      399, acc a=1.00 (2.4 s)
[20:15:01]   it  88: fuel  167.88 kg, max miss     2780.6 km, median   1147.6, rho      280, acc a=1.00 (2.4 s)
[20:15:06]   it  89: fuel  167.61 kg, max miss     2344.7 km, median    964.7, rho      419, acc a=0.33 (4.2 s)
[20:15:08]   it  90: fuel  167.25 kg, max miss     1717.9 km, median    710.4, rho      294, acc a=0.67 (2.4 s)
[20:15:12]   it  91: fuel  167.01 kg, max miss     1540.3 km, median    635.4, rho      440, acc a=0.33 (4.5 s)
[20:15:15]   it  92: fuel  166.68 kg, max miss     1268.7 km, median    527.1, rho      308, acc a=0.67 (2.4 s)
[20:15:19]   it  93: fuel  166.46 kg, max miss     1159.2 km, median    479.8, rho      462, acc a=0.33 (4.5 s)
[20:15:22]   it  94: fuel  166.17 kg, max miss     1000.1 km, median    418.6, rho      324, acc a=0.67 (3.1 s)
[20:15:26]   it  95: fuel  165.98 kg, max miss      921.3 km, median    384.5, rho      485, acc a=0.33 (4.1 s)
[20:15:29]   it  96: fuel  165.72 kg, max miss      803.9 km, median    339.5, rho      340, acc a=0.67 (2.4 s)
[20:15:33]   it  97: fuel  165.54 kg, max miss      738.2 km, median    311.3, rho      510, acc a=0.33 (4.4 s)
[20:15:36]   it  98: fuel  165.31 kg, max miss      638.0 km, median    272.8, rho      357, acc a=0.67 (2.5 s)
[20:15:38]   it  99: fuel  164.86 kg, max miss     1544.0 km, median    659.7, rho      250, acc a=1.00 (2.5 s)
[20:15:41]   it 100: fuel  164.30 kg, max miss     2293.0 km, median    685.3, rho      175, acc a=1.00 (2.4 s)
[20:15:43]   it 101: fuel  163.62 kg, max miss     3138.0 km, median    723.2, rho      122, acc a=1.00 (2.5 s)
[20:15:47]   it 102: fuel  162.81 kg, max miss     3981.1 km, median   1105.7, rho     85.7, acc a=1.00 (3.6 s)
[20:15:49]   it 103: fuel  161.88 kg, max miss     4664.5 km, median   1698.6, rho       60, acc a=1.00 (2.7 s)
[20:15:52]   it 104: fuel  160.84 kg, max miss     4959.9 km, median   2205.2, rho       42, acc a=1.00 (2.9 s)
[20:15:55]   it 105: fuel  159.79 kg, max miss     7484.2 km, median   1629.5, rho     29.4, acc a=1.00 (2.3 s)
[20:15:57]   it 106: fuel  158.80 kg, max miss     7085.1 km, median   1465.2, rho     20.6, acc a=1.00 (2.2 s)
[20:15:59]   it 107: fuel  157.93 kg, max miss     3655.4 km, median   1462.1, rho     14.4, acc a=1.00 (2.2 s)
[20:16:03]   it 108: fuel  157.68 kg, max miss     2287.4 km, median    993.3, rho     21.6, acc a=0.33 (3.9 s)
[20:16:05]   it 109: fuel  157.26 kg, max miss     1777.1 km, median    690.8, rho     15.1, acc a=0.67 (2.2 s)
[20:16:09]   it 110: fuel  157.07 kg, max miss     1720.6 km, median    785.3, rho     22.7, acc a=0.33 (3.9 s)
[20:16:11]   it 111: fuel  156.74 kg, max miss     1712.0 km, median    701.0, rho     15.9, acc a=0.67 (2.2 s)
[20:16:15]   it 112: fuel  156.60 kg, max miss     1627.2 km, median    646.7, rho     23.8, acc a=0.33 (3.8 s)
[20:16:17]   it 113: fuel  156.33 kg, max miss     1726.3 km, median    637.1, rho     16.7, acc a=0.67 (2.2 s)
[20:16:21]   it 114: fuel  156.21 kg, max miss     1665.4 km, median    579.0, rho       25, acc a=0.33 (3.8 s)
[20:16:23]   it 115: fuel  155.99 kg, max miss     1788.6 km, median    581.6, rho     17.5, acc a=0.67 (2.2 s)
[20:16:27]   it 116: fuel  155.90 kg, max miss     1652.0 km, median    520.7, rho     26.2, acc a=0.33 (3.9 s)
[20:16:29]   it 117: fuel  155.72 kg, max miss     1686.3 km, median    517.2, rho     18.4, acc a=0.67 (2.2 s)
[20:16:33]   it 118: fuel  155.65 kg, max miss     1515.7 km, median    456.2, rho     27.6, acc a=0.33 (3.9 s)
[20:16:35]   it 119: fuel  155.49 kg, max miss     1527.2 km, median    456.6, rho     19.3, acc a=0.67 (2.2 s)
[20:16:39]   restore  0: fuel  155.41 kg, max miss     199.4 km, rho      500 (2.2 s)
[20:16:42]   restore  1: fuel  155.41 kg, max miss     199.4 km, rho    2e+03 (2.2 s)
[20:16:44]   restore  2: fuel  155.38 kg, max miss      91.6 km, rho    1e+03 (2.2 s)
[20:16:44] stage 1: fuel 155.38 kg (429 s)
[20:16:45] stage 2 (m0 739.67): fuel 138.17 kg
[20:16:51]   it   0: fuel  138.16 kg, max miss       92.4 km, median     47.4, rho      150, acc a=0.17 (3.8 s)
[20:16:53]   it   1: fuel  138.13 kg, max miss      134.2 km, median     82.6, rho      105, acc a=0.33 (2.2 s)
[20:16:57]   it   2: fuel  138.11 kg, max miss      144.3 km, median     90.7, rho      158, acc a=0.22 (3.9 s)
[20:16:59]   it   3: fuel  138.06 kg, max miss      159.1 km, median    100.0, rho      110, acc a=0.44 (2.2 s)
[20:17:03]   it   4: fuel  138.03 kg, max miss      145.9 km, median     92.4, rho      165, acc a=0.30 (3.8 s)
[20:17:05]   it   5: fuel  137.98 kg, max miss      153.8 km, median     85.5, rho      116, acc a=0.59 (2.2 s)
[20:17:07]   it   6: fuel  137.89 kg, max miss      352.1 km, median    152.3, rho       81, acc a=1.00 (2.2 s)
[20:17:09]   it   7: fuel  137.82 kg, max miss      433.0 km, median    168.1, rho     56.7, acc a=1.00 (2.2 s)
[20:17:13]   it   8: fuel  137.80 kg, max miss      358.6 km, median    146.4, rho     85.1, acc a=0.33 (3.8 s)
[20:17:15]   it   9: fuel  137.75 kg, max miss      297.6 km, median    119.8, rho     59.6, acc a=0.67 (2.1 s)
[20:17:19]   it  10: fuel  137.73 kg, max miss      257.2 km, median    109.5, rho     89.3, acc a=0.33 (3.8 s)
[20:17:21]   it  11: fuel  137.68 kg, max miss      245.0 km, median     91.7, rho     62.5, acc a=0.67 (2.2 s)
[20:17:25]   it  12: fuel  137.67 kg, max miss      215.5 km, median     84.2, rho     93.8, acc a=0.33 (3.8 s)
[20:17:28]   it  13: fuel  137.62 kg, max miss      213.1 km, median     74.3, rho     65.7, acc a=0.67 (3.2 s)
[20:17:33]   it  14: fuel  137.60 kg, max miss      186.9 km, median     68.7, rho     98.5, acc a=0.33 (4.6 s)
[20:17:35]   it  15: fuel  137.55 kg, max miss      193.8 km, median     64.4, rho     68.9, acc a=0.67 (2.2 s)
[20:17:39]   it  16: fuel  137.54 kg, max miss      166.7 km, median     60.1, rho      103, acc a=0.33 (3.9 s)
[20:17:41]   it  17: fuel  137.49 kg, max miss      169.5 km, median     61.0, rho     72.4, acc a=0.67 (2.2 s)
[20:17:45]   it  18: fuel  137.48 kg, max miss      147.0 km, median     59.6, rho      109, acc a=0.33 (3.9 s)
[20:17:47]   it  19: fuel  137.44 kg, max miss      152.6 km, median     58.2, rho       76, acc a=0.67 (2.2 s)
[20:17:51]   it  20: fuel  137.43 kg, max miss      134.0 km, median     55.7, rho      114, acc a=0.33 (3.8 s)
[20:17:53]   it  21: fuel  137.39 kg, max miss      135.1 km, median     51.4, rho     79.8, acc a=0.67 (2.2 s)
[20:17:57]   it  22: fuel  137.38 kg, max miss      117.8 km, median     48.8, rho      120, acc a=0.33 (4.2 s)
[20:18:00]   it  23: fuel  137.34 kg, max miss      117.5 km, median     44.7, rho     83.8, acc a=0.67 (2.2 s)
[20:18:03]   it  24: fuel  137.33 kg, max miss      102.4 km, median     43.1, rho      126, acc a=0.33 (3.9 s)
[20:18:06]   it  25: fuel  137.29 kg, max miss      104.2 km, median     39.6, rho       88, acc a=0.67 (2.2 s)
[20:18:10]   it  26: fuel  137.28 kg, max miss       89.5 km, median     38.3, rho      132, acc a=0.33 (3.9 s)
[20:18:12]   it  27: fuel  137.25 kg, max miss       88.7 km, median     34.1, rho     92.4, acc a=0.67 (2.2 s)
[20:18:14]   it  28: fuel  137.22 kg, max miss      202.1 km, median     81.1, rho     64.7, acc a=1.00 (2.2 s)
[20:18:18]   it  29: fuel  137.22 kg, max miss      181.3 km, median     84.3, rho       97, acc a=0.33 (4.6 s)
[20:18:21]   it  30: fuel  137.20 kg, max miss      140.3 km, median     56.9, rho     67.9, acc a=0.67 (2.5 s)
[20:18:25]   it  31: fuel  137.19 kg, max miss      129.5 km, median     56.4, rho      102, acc a=0.33 (4.0 s)
[20:18:27]   it  32: fuel  137.17 kg, max miss      117.9 km, median     49.4, rho     71.3, acc a=0.67 (2.2 s)
[20:18:31]   it  33: fuel  137.16 kg, max miss      108.6 km, median     52.9, rho      107, acc a=0.33 (3.9 s)
[20:18:33]   it  34: fuel  137.13 kg, max miss      102.8 km, median     41.3, rho     74.9, acc a=0.67 (2.2 s)
[20:18:37]   it  35: fuel  137.13 kg, max miss       91.8 km, median     42.9, rho      112, acc a=0.33 (3.8 s)
[20:18:39]   it  36: fuel  137.10 kg, max miss       91.6 km, median     36.4, rho     78.6, acc a=0.67 (2.2 s)
[20:18:43]   it  37: fuel  137.10 kg, max miss       82.8 km, median     37.8, rho      118, acc a=0.33 (3.9 s)
[20:18:45]   it  38: fuel  137.07 kg, max miss       78.5 km, median     31.4, rho     82.5, acc a=0.67 (2.2 s)
[20:18:47]   it  39: fuel  137.05 kg, max miss      159.0 km, median     67.5, rho     57.8, acc a=1.00 (2.2 s)
[20:18:53]   it  40: fuel  137.05 kg, max miss      159.0 km, median     67.5, rho      231, REJ (5.5 s)
[20:18:55]   it  41: fuel  137.04 kg, max miss      119.5 km, median     55.1, rho      162, acc a=0.20 (2.2 s)
[20:18:57]   it  42: fuel  137.02 kg, max miss       73.5 km, median     31.6, rho      113, acc a=0.40 (2.2 s)
[20:19:00]   it  43: fuel  136.99 kg, max miss       82.4 km, median     31.9, rho     79.3, acc a=0.80 (2.2 s)
[20:19:03]   it  44: fuel  136.99 kg, max miss       79.7 km, median     38.1, rho      119, acc a=0.33 (3.8 s)
[20:19:06]   it  45: fuel  136.97 kg, max miss       72.6 km, median     29.4, rho     83.2, acc a=0.67 (2.2 s)
[20:19:09]   it  46: fuel  136.97 kg, max miss       73.1 km, median     33.2, rho      125, acc a=0.33 (3.8 s)
[20:19:12]   it  47: fuel  136.94 kg, max miss       72.0 km, median     27.5, rho     87.4, acc a=0.67 (2.2 s)
[20:19:15] stage 3 (m0 738.16): fuel 136.66 kg (580 s)
[20:24:15] RESULT {'src': 'results/CTOC14_Result_TEAM.txt', 'sc': 10, 'ok': True, 'errors': [], 'm0': np.float64(738.1619432689603), 'fuel': np.float64(136.66197594644018), 'fuel0': 226.52788325832364, 'm0_0': 831.7616652161387, 'flybys': 23, 'flybys0': 23, 'peak_thrust': 0.1522030902300588, 'J_i': 1.1084262465022447, 'J_i0': 1.1929488779420163, 'runtime': 879.4783270359039}
