id,t_mjd,date,t_s,d_au,d_km,v_rel_kms,r_helio_au,z_au
35,62812.5995451,2030-11-07,26835800.6944,0.101325200957,15158034.3114,22.8650929401,1.0321865711,-0.0277525211461
128,62816.0319396,2030-11-11,27132359.5783,0.157370587224,23542304.7595,7.33561644394,0.982903000362,0.119157189702
162,62820.6564711,2030-11-15,27531919.1046,0.297118533229,44448299.9165,10.8693470612,0.755784368911,-0.157529328153
19,62828.1483876,2030-11-23,28179220.6859,0.166504086371,24908656.7839,22.2299300134,1.00434358204,0.080086867892
61,62839.9411493,2030-12-04,29198115.2984,0.0836430690643,12512825.0308,16.3690186682,0.975769618508,-0.0706041051051
270,62857.3215209,2030-12-22,30699779.4063,0.0788691863413,11798662.3405,9.01929204186,0.917596993619,-0.012182661995
186,62877.7442122,2031-01-11,32464299.9316,0.162539730288,24315597.5552,18.7407729057,1.06877070644,0.105996738379
238,62902.1219832,2031-02-05,34570539.3527,0.290942356063,43524356.9635,17.2941405255,1.01210586255,0.191339190925
112,62945.6827838,2031-03-20,38334192.5188,0.1326150019,19838921.9071,31.0693393147,1.01205196821,-0.065746043053
241,62991.6283068,2031-05-05,42303885.7094,0.14603541649,21846587.3537,34.1968520018,0.94946023943,0.00696403892494
72,62996.9495356,2031-05-10,42763639.8758,0.16093280589,24075205.0869,28.7481903099,0.994227397786,0.0128838075918
28,62998.0188774,2031-05-12,42856031.0053,0.0665436654924,9954790.66623,9.74772964677,1.04069950906,-0.0330724421834
42,63001.4866739,2031-05-15,43155648.6241,0.241255036359,36091239.7349,12.8661507701,1.07250046167,0.0634516257558
235,63023.5628429,2031-06-06,45063029.6295,0.262690238037,39297900.264,22.0789340052,1.02050729582,-0.151506049309
37,63036.4702112,2031-06-19,46178226.2477,0.284233125833,42520670.4071,19.0115043415,0.93752587842,0.0569524672523
199,63045.6777289,2031-06-28,46973755.7746,0.298726095096,44688787.7489,22.8412354095,1.02755706716,-0.0199115608912
244,63050.4105301,2031-07-03,47382669.7972,0.276633146006,41383729.6076,17.4200350589,1.02437729696,-0.0473902365167
122,63065.9257816,2031-07-18,48723187.5311,0.153010375774,22890026.4107,9.8666965191,1.00424564795,0.131445355234
268,63105.7770369,2031-08-27,52166335.9902,0.171529811161,25660494.5112,11.8162032396,0.996488633117,-0.116376616335
89,63108.1867983,2031-08-30,52374539.3774,0.21463177834,32108457.0243,9.81520542743,1.13978091801,-0.162699012102
163,63119.3390098,2031-09-10,53338090.4487,0.176060956871,26338344.2613,17.0195899834,1.01001560699,-0.0652062884613
26,63124.1550073,2031-09-15,53754192.6349,0.0593947963077,8885335.05829,20.3707123117,1.00436978169,-0.0496730428839
68,63125.821324,2031-09-16,53898162.3912,0.212382414588,31771956.9965,9.22518963335,0.974137325501,-0.0800536608752
205,63219.7356113,2031-12-19,62012356.8199,0.0780326923052,11673524.6138,9.62331538206,0.97454713585,-0.0592417069717
175,63232.3896427,2032-01-01,63105665.1302,0.255688134611,38250400.501,14.8630160356,1.02336055682,-0.0426485683677
74,63237.6822557,2032-01-06,63562946.8907,0.0747325409996,11179829.0055,8.65136421221,0.911475798847,0.0194798640573
245,63245.7032321,2032-01-14,64255959.2507,0.0405621050477,6068004.54625,15.2474509166,0.997455604062,0.0240992472806
215,63250.2979864,2032-01-19,64652946.0239,0.121243056804,18137703.135,20.5561892356,0.990640990997,0.0265761751191
5,63256.7413189,2032-01-25,65209649.9557,0.207963758905,31110935.5149,24.5336857207,0.813936834478,-0.0982051785168
99,63292.0444245,2032-03-01,68259838.2807,0.135447994795,20262731.6119,17.3363247293,0.98896935705,0.0446384801143
292,63308.9251857,2032-03-17,69718336.0431,0.269138037464,40262477.329,12.3039312918,0.727181941862,0.0235560055128
95,63317.9935371,2032-03-26,70501841.6061,0.131463866151,19666714.4502,28.7029103297,1.05009294634,0.00493455993617
202,63345.8779661,2032-04-23,72911056.2744,0.259673698479,38846632.3692,13.1268710542,0.799534943281,0.0539425101868
256,63358.297586,2032-05-06,73984111.4279,0.119527400466,17881044.6,9.21152537539,1.03266711717,-0.101546955428
42,63382.8924597,2032-05-30,76109108.521,0.271056846064,40549527.0099,22.0712323727,0.981165254017,-0.0435402491392
65,63387.6094958,2032-06-04,76516660.4336,0.0561923574762,8406257.02805,17.7252668828,1.01427256539,0.0427567503852
197,63393.8849648,2032-06-10,77058860.963,0.282231135046,42221176.8481,17.8193566845,1.04697239442,-0.105096546755
204,63432.9955444,2032-07-19,80438015.0382,0.13415534727,20069354.2946,12.3472738908,0.995434195951,-0.119702051138
263,63435.8105293,2032-07-22,80681229.735,0.0499211962715,7468104.66501,10.2550607845,1.02404184349,0.0364740772814
177,63456.4875881,2032-08-12,82467727.6149,0.227353166391,34011549.589,14.4746712585,0.869232754793,-0.0784897792284
181,63471.5460224,2032-08-27,83768776.335,0.0752439420658,11256333.5161,8.83169627814,1.01102508041,0.0721496134237
98,63478.2920586,2032-09-03,84351633.8625,0.0592854921965,8868983.396,17.3827394133,1.00439319213,0.0449283154724
10,63490.75557,2032-09-15,85428481.2486,0.155000436642,23187735.2792,25.0363138687,1.05823427789,0.0074677409406
20,63495.9906342,2032-09-20,85880790.7939,0.112666904035,16854728.942,11.6678349979,1.05104156737,-0.000678591784595
163,63503.3086812,2032-09-28,86513070.0542,0.273133128666,40860134.4661,27.6875022443,0.932131794223,-0.00149226073565
285,63509.9169856,2032-10-04,87084027.5578,0.102301840956,15304137.5757,20.4617968721,1.04247494585,0.00454985413756
234,63512.5263216,2032-10-07,87309474.1866,0.124633542369,18644912.5562,21.0539377619,1.00651857516,-0.0268378568339
27,63535.2387179,2032-10-30,89271825.2291,0.28306385149,42345749.455,33.7831566717,1.04135622456,0.120832744908
190,63550.9892883,2032-11-14,90632674.5066,0.155539265471,23268342.9246,13.3311914611,0.939580349258,-0.0783547788571
154,63570.6538335,2032-12-04,92331691.2174,0.0399642930195,5978573.13975,8.06000791182,1.00744811748,0.026545808514
294,63586.5079553,2032-12-20,93701487.3418,0.0775668250966,11603831.8714,6.64126503504,1.02510314242,-0.0654584167738
56,63606.1416178,2033-01-09,95397835.7795,0.284302975821,42531119.8165,24.0020756791,0.970265025737,0.0373324290214
43,63652.809362,2033-02-24,99429928.8806,0.134365362147,20100772.0731,21.2198353467,1.00497935164,0.0306623226307
270,63659.9343571,2033-03-03,100045528.457,0.116184941594,17381019.8698,9.39052881703,0.958459024589,0.109470749765
9,63678.3058472,2033-03-22,101632825.196,0.191480080878,28645012.3809,8.32258046488,1.0776049436,-0.0494034314693
248,63695.8597613,2033-04-08,103149483.375,0.169238736885,25317754.678,11.0961128465,0.861297476318,-0.0718712201494
240,63808.6062245,2033-07-30,112890777.794,0.288985481651,43231612.7181,19.7421189591,1.02809851298,-0.0202178158409
249,63815.0743468,2033-08-06,113449623.564,0.0443744921654,6638329.54134,13.5567927991,0.989900293037,-0.00105545062008
45,63849.1858995,2033-09-09,116396861.72,0.0612718942476,9166144.9132,22.4055220293,0.990797460698,-0.0157042605546
257,63903.2161458,2033-11-02,121065074.998,0.037725753844,5643692.44562,12.1383172846,0.997811671615,0.00634161842736
128,63909.2678292,2033-11-08,121587940.441,0.196725365295,29429695.7608,8.98754569181,0.970320534781,0.126628858839
206,63928.4506244,2033-11-27,123245333.945,0.177588552949,26566869.3818,18.688956801,0.96981470347,-0.0340572525468
39,63943.6090172,2033-12-12,124555019.09,0.0986886712267,14763615.0777,30.7618680497,0.95011430927,0.030025989805
104,63961.6454618,2033-12-30,126113367.897,0.269439959771,40307644.2632,15.5326427937,1.15979234471,0.219732014702
286,63975.1360765,2034-01-13,127278957.013,0.22109262926,33074986.5648,8.99289609527,0.812492954524,-0.0971658079464
87,63983.0504055,2034-01-21,127962755.034,0.177119101131,26496640.3895,30.0835379809,0.961919117426,0.0286624262363
70,64003.5515049,2034-02-10,129734050.028,0.0422183725428,6315778.63682,9.32459006835,0.951498249791,-0.0235135813607
98,64007.9309576,2034-02-14,130112434.74,0.162740410257,24345618.8513,23.3206678547,0.976001532632,-0.0305746709961
103,64023.8801552,2034-03-02,131490445.41,0.0654467431864,9790693.42494,13.7128906149,0.970800520453,-0.030168058883
156,64027.2624281,2034-03-06,131782673.784,0.206581553146,30904160.4766,17.4084061598,1.0203286079,-0.00975603199669
128,64032.0433211,2034-03-11,132195742.944,0.285328463001,42684530.5151,5.37427977678,0.775545087245,-0.102420839038
262,64065.2431046,2034-04-13,135064204.233,0.237161644333,35478877.0039,31.4842872228,0.942697571857,0.21773611806
32,64068.390162,2034-04-16,135336110.001,0.273318188107,40887818.9643,15.9229127577,1.04780419019,0.0811107215552
195,64115.2791934,2034-06-02,139387322.309,0.279443636203,41804172.9566,13.6046973205,0.907947017672,0.0153126600608
60,64122.338933,2034-06-09,139997283.812,0.22892446272,34246612.1741,20.2986102452,1.07546019009,0.205023785999
150,64126.8934461,2034-06-13,140390793.744,0.24981146084,37371262.6181,14.2729968506,1.07927491302,0.05950546104
49,64137.6513857,2034-06-24,141320279.722,0.131456830652,19665661.9545,32.7058932256,0.971309358789,0.0447702826353
162,64141.7923721,2034-06-28,141678060.952,0.174989916383,26178118.8848,11.60631256,1.00848919295,0.0698022459493
173,64148.6784529,2034-07-05,142273018.333,0.242517777719,36280143.1537,19.266436681,1.05401575462,0.119934520087
186,64162.8543617,2034-07-19,143497816.849,0.0826472780787,12363856.8197,18.138000218,1.04775982654,0.0372530777865
172,64177.1210678,2034-08-03,144730460.257,0.101176993205,15135862.7473,13.4959068483,1.01154997682,-0.019354320143
230,64181.6430949,2034-08-07,145121163.4,0.112756678355,16868158.9891,21.2189504627,0.992423030699,-0.0901764608892
194,64194.4854954,2034-08-20,146230746.799,0.189465702241,28343665.6259,30.3326581695,0.982399934903,-0.0357870793943
183,64194.9035643,2034-08-20,146266867.957,0.0294179708509,4400865.7996,12.4921141073,1.02210121045,0.0104756176802
226,64198.5074624,2034-08-24,146578244.748,0.250179292577,37426289.4627,23.6369618903,1.07781979552,-0.130891830058
159,64199.2721477,2034-08-25,146644313.559,0.131078713981,19609096.5057,11.7236353896,0.91549334119,-0.0528826972213
299,64216.0099834,2034-09-11,148090462.567,0.21592050383,32301247.6134,9.36074111984,1.11099002359,0.0193693449365
105,64218.2817479,2034-09-13,148286743.022,0.28724819012,42971717.6044,19.3159450977,1.05524120374,0.0911490171769
205,64239.2664884,2034-10-04,150099824.601,0.140128337499,20962900.9146,11.5843792254,1.02769001153,-0.133895114195
75,64240.4101888,2034-10-05,150198640.313,0.168745985989,25244040.1931,10.4284282816,0.957802647978,-0.158482514238
289,64257.2043818,2034-10-22,151649658.585,0.096419103108,14424092.5198,18.2188185087,1.01107531589,-0.0348678284364
261,64269.0499913,2034-11-03,152673119.247,0.0629942894242,9423811.56412,13.1534357278,0.991824246714,-9.79345965685e-05
294,64273.051008,2034-11-07,153018807.091,0.200897346609,30053815.2819,14.5039086789,0.932406358209,-0.0209426080925
67,64279.0883088,2034-11-13,153540429.883,0.254968313754,38142716.8336,15.4410015316,1.0313026722,-0.0240821788956
111,64287.7646401,2034-11-21,154290064.907,0.191436117315,28638435.5254,19.2501172126,0.951214376313,0.0324214256282
162,64298.6693544,2034-12-02,155232232.223,0.290635180657,43478404.1767,12.1317217201,0.726677330678,-0.110163928668
61,64309.6316764,2034-12-13,156179376.838,0.124775110491,18666090.8459,14.7217483699,0.945295688585,-0.0699199561712
297,64319.5782827,2034-12-23,157038763.624,0.234371527302,35061481.4371,15.8882806072,0.940576744035,0.121002604853
266,64322.2583308,2034-12-26,157270319.78,0.208264500639,31155925.838,11.6134649163,0.795007630526,0.0784721487645
251,64364.9222826,2035-02-06,160956485.216,0.251729407966,37658183.4243,21.3489721028,1.0248780799,0.0181265825521
226,64373.7364421,2035-02-15,161718028.6,0.263283630862,39386670.5671,24.8642121319,0.973336450808,0.0887159712703
210,64382.4796201,2035-02-24,162473439.178,0.0490309633408,7334927.71416,12.0051004405,1.01395029404,0.0220450900156
105,64386.6688244,2035-02-28,162835386.428,0.225852540599,33787059.1658,20.1904241447,1.11991362079,-0.139675544396
83,64402.6160086,2035-03-16,164213223.141,0.221566080076,33145813.7987,15.9166521882,1.00787519834,0.183150820354
290,64410.9522283,2035-03-24,164933472.528,0.189497488892,28348420.8412,25.955810444,0.991334035532,0.026250256721
270,64419.8021797,2035-04-02,165698108.324,0.287457635696,43003050.2167,17.6160815484,1.02013036029,0.123734247523
255,64452.6534185,2035-05-05,168536455.362,0.0367616147466,5499459.28958,11.4700882799,1.00610480846,-0.0340124272521
60,64483.5377954,2035-06-05,171204865.524,0.152563284891,22823142.5667,19.6025671523,1.08272089188,0.122478010489
292,64504.2600665,2035-06-26,172995269.743,0.282944728852,42327928.962,21.2824671568,1.0092450383,0.0357213773763
97,64515.0160842,2035-07-07,173924589.673,0.138219705374,20677373.6127,14.1107720846,1.00931936408,-0.128414091162
76,64543.0405113,2035-08-04,176345900.18,0.275852848409,41266998.7486,12.5778021528,0.750300390626,0.0536368681967
183,64562.8381794,2035-08-23,178056418.696,0.283056003605,42344575.4282,11.0842621401,1.07501456203,-0.0901538754429
226,64569.1350457,2035-08-30,178600467.952,0.0748361037931,11195321.7789,22.3431839886,1.08723970658,-0.00486582875957
210,64573.8740395,2035-09-03,179009917.01,0.165652227223,24781220.4693,12.8404143393,0.857567421133,0.00354491998875
109,64574.0846995,2035-09-04,179028118.038,0.1499652481,22434481.7948,11.1261865803,1.0643323455,0.00699284710244
130,64580.1602062,2035-09-10,179553041.812,0.121330429682,18150773.9316,9.44564905028,0.918362563307,-0.0738132593962
57,64582.7478254,2035-09-12,179776612.111,0.181796386196,27196352.2759,30.3107943977,1.01078392476,-0.0657541524187
26,64586.2936071,2035-09-16,180082967.656,0.190166278938,28448470.408,16.8636864175,1.08787011235,-0.0893401043477
254,64596.4196469,2035-09-26,180957857.488,0.189848924411,28400994.8466,13.8436689795,0.838321523165,-0.0163472547581
273,64663.9639702,2035-12-02,186793687.023,0.173042693256,25886818.4513,7.8718840844,1.06086878629,-0.0044848518024
48,64725.454636,2036-02-02,192106480.548,0.262928694564,39333572.8527,22.5407290095,1.00511934576,0.0873803398361
183,64728.6404436,2036-02-05,192381734.325,0.294705126714,44087259.4407,11.8451601624,0.98338449274,-0.031461928126
194,64735.3976845,2036-02-12,192965559.939,0.0709755690536,10617794.0021,25.4029155291,0.995862775797,0.0163943745707
226,64748.695961,2036-02-25,194114531.034,0.0217755076834,3257569.58284,23.9080477739,0.9677529115,0.00247721035899
84,64753.9517133,2036-03-01,194568628.031,0.0800045994307,11968517.721,7.62233472595,1.04351516858,-0.0147569061755
83,64754.7849053,2036-03-02,194640615.814,0.10169926159,15213992.9856,17.8874183047,0.936209408724,-0.0307766677002
198,64815.8639256,2036-05-02,199917843.169,0.0444140753877,6644251.10712,27.8108222959,0.999654422604,0.0365217090876
60,64845.3987698,2036-06-01,202469653.715,0.0633380729406,9475240.84615,20.0103499547,1.05338790779,0.0375903306162
103,64869.7818256,2036-06-25,204576349.73,0.0779305194566,11658239.7733,13.6039497798,0.996824304307,-0.052707841586
18,64893.8979979,2036-07-19,206659987.022,0.201474739575,30140192.0403,13.3341179593,0.863694166244,-0.0276588321545
274,64903.3967589,2036-07-29,207480679.972,0.0343599800561,5140179.85368,12.2791093352,1.02256583821,-0.0164868468691
258,64907.965318,2036-08-02,207875403.473,0.0719603076411,10765108.798,8.69726102897,0.945423686843,-0.00145398487457
222,64921.7038427,2036-08-16,209062412.006,0.279806476653,41858453.1153,15.9723491846,0.911448442155,0.0987923511322
226,64939.2217065,2036-09-03,210575955.441,0.247778845909,37067187.7525,22.9721385528,1.09522221673,0.127441189144
267,64991.5237987,2036-10-25,215094856.204,0.175065383689,26189408.6332,23.0753658409,1.03468154905,-0.0798248907881
67,64996.7238124,2036-10-30,215544137.389,0.0708075033704,10592651.7338,9.70678958823,1.01983542565,-0.0242972327615
189,65001.1803999,2036-11-04,215929186.552,0.182464359085,27296279.5977,9.91246630137,0.859907768538,-0.0235181712475
128,65005.4947227,2036-11-08,216301944.037,0.240781010679,36020326.5026,10.7364258457,0.961376556056,0.130026748905
164,65022.7707596,2036-11-25,217794593.633,0.0294592285488,4407037.86337,20.0386227558,0.992613145298,0.010400102192
184,65029.0145127,2036-12-02,218334053.893,0.166631958671,24927786.2078,16.4058351272,1.04085937204,-0.0223602607313
74,65052.0260231,2036-12-25,220322248.395,0.0683668350296,10227532.9469,8.79000839168,0.932023199452,0.0417584841203
118,65053.7556616,2036-12-26,220471689.16,0.14348306346,21464760.7751,37.436644928,0.950110166919,0.0611880798678
212,65056.5318378,2036-12-29,220711550.785,0.0639953381938,9573566.32851,16.5382448235,0.992042336584,0.0376296322541
65,65065.3695928,2037-01-07,221475132.822,0.0058770933553,879200.651858,18.7911298503,0.982655785605,0.00574912602966
136,65086.7955701,2037-01-28,223326337.258,0.299933087221,44869351.2007,12.710478259,1.18505608002,-0.180928354862
183,65109.1264077,2037-02-20,225255721.626,0.0340743339082,5097447.79818,12.9229751971,0.97008458096,-0.00524458303662
226,65123.9825422,2037-03-06,226539291.644,0.253670537962,37948572.3384,25.4049918446,0.963205159303,-0.0795991542809
134,65131.4687824,2037-03-14,227186102.796,0.0766950956867,11473423.0079,20.9624503745,1.01991849448,0.00976080428125
153,65131.9461444,2037-03-14,227227346.873,0.0311491738186,4659850.07733,19.4035079039,0.99682566094,-0.0258156804279
299,65134.7761244,2037-03-17,227471857.147,0.248527087168,37179123.0516,10.6230584172,0.838034366523,0.0680537606343
231,65138.2307798,2037-03-21,227770339.373,0.0385841355418,5772104.51986,15.363081754,1.00673365229,0.014707999632
41,65186.7099544,2037-05-08,231958940.06,0.248139332458,37121115.7726,30.2292112728,0.967335602416,-0.0192343070285
273,65193.1009139,2037-05-15,232511118.958,0.215494423904,32237506.9638,9.08070608114,0.857115269163,0.00843751414391
60,65209.7945551,2037-05-31,233953449.564,0.0475812760448,7118057.5815,21.756171252,1.00168161946,-0.033789697399
222,65251.2165345,2037-07-12,237532308.582,0.165728802785,24792676.0103,12.3044827699,0.876960235059,0.00554497843349
87,65280.1435215,2037-08-10,240031600.254,0.197808780868,29591772.4236,19.0199180042,1.01109440087,-0.0160789001443
100,65322.6920901,2037-09-21,243707796.583,0.106314547326,15904429.9045,20.7601672092,1.02130050999,-0.0404149472565
255,65345.4885828,2037-10-14,245677413.556,0.255063580663,38156968.5603,8.71471760588,0.78688645232,0.0269312988026
141,65346.2895791,2037-10-15,245746619.631,0.117959087571,17646428.3304,15.4197370923,1.01159022082,0.0543488759754
229,65361.9353351,2037-10-30,247098412.955,0.199648148725,29866937.9384,17.1323364841,0.979252550447,0.0251132027022
35,65373.9169246,2037-11-11,248133622.283,0.137136354277,20515306.5954,22.6097542218,1.03852984486,-0.0427911206282
117,65393.0847428,2037-12-01,249789721.78,0.290392686669,43442127.5925,10.775250365,0.863366755611,0.107923008088
255,65415.6943625,2037-12-23,251743192.923,0.265011183636,39645108.7836,7.21853123098,1.19407276333,0.017996152785
260,65429.9590087,2038-01-06,252975658.355,0.214996404199,32163004.2763,28.3416930266,1.00688955864,0.0643574788557
222,65436.2041601,2038-01-13,253515239.434,0.215845786241,32290070.0212,11.34250821,1.04150676411,0.0910390253624
44,65510.4641573,2038-03-28,259931303.189,0.293517065461,43909528.0071,14.7057783885,1.21620526607,-0.198519010103
281,65537.804455,2038-04-24,262293504.915,0.0748442135007,11196534.9739,19.7496897969,0.98288079227,-0.0150273764315
286,65546.7731783,2038-05-03,263068402.604,0.137135720735,20515211.8189,13.3649451872,1.03469209884,-0.0943316888466
89,65565.9887451,2038-05-22,264728627.581,0.259328791191,38795034.9733,10.0789874882,0.849564511649,-0.141821078648
60,65577.2897987,2038-06-03,265705038.605,0.169585237598,25369590.4469,24.837604364,0.946586614597,-0.0855532131542
3,65584.8870657,2038-06-10,266361442.473,0.23036978112,34462828.7291,24.4154419607,1.06591387602,0.0312109976097
162,65605.6425566,2038-07-01,268154716.89,0.268008663072,40093525.3248,13.8855235918,0.997330024892,0.0913848884245
5,65628.9931436,2038-07-24,270172207.604,0.0738362704875,11045748.8454,22.3002947243,0.991247439936,-0.0419437771758
276,65682.0804266,2038-09-16,274758948.861,0.060983967625,9123071.70353,9.8322823967,0.959550998706,-0.0246490782296
67,65684.0638774,2038-09-18,274930319.004,0.061128097682,9144633.25316,6.53274447761,0.951572511558,-0.0222799316619
232,65720.626749,2038-10-24,278089351.111,0.152053502392,22746880.1903,34.2543349816,0.980514426939,-0.038975614788
231,65724.3806594,2038-10-28,278413688.972,0.268568366605,40177255.7816,11.4834674722,1.1452950653,0.124562804878
120,65729.1412596,2038-11-02,278825004.826,0.245790454764,36769728.6711,22.9829789451,1.02163394872,0.121513769875
16,65733.9930855,2038-11-06,279244202.584,0.189576334918,28360216.0388,15.0961334664,0.972191535164,0.05758244172
19,65752.0319074,2038-11-25,280802756.796,0.205516063409,30744765.4807,23.502051431,1.0013630739,0.0807641066974
255,65770.4214268,2038-12-13,282391611.275,0.236198680267,35334819.63,18.2289466742,0.963526368016,0.0285644968081
162,65775.143466,2038-12-18,282799595.464,0.288373924247,43140125.0328,12.9278390321,0.707172791706,-0.0657599842715
297,65777.4064819,2038-12-20,282995120.038,0.0355258685511,5314594.29002,13.1277312756,0.956665430428,-0.0103639822695
61,65781.9033004,2038-12-24,283383645.156,0.170375300765,25487782.2143,13.7037156402,0.891859215539,-0.0680430491353
24,65787.695385,2038-12-30,283884081.265,0.101898972793,15243869.3563,34.2865327029,1.01332660642,0.0570906595033
222,65802.9243478,2039-01-14,285199863.648,0.159627758725,23879972.8099,14.4519249723,0.98672152757,-0.0520448510952
228,65815.8090163,2039-01-27,286313099.008,0.0639009641005,9559448.16512,11.5988388336,0.984067477565,0.0360536753307
156,65883.476287,2039-04-05,292159551.2,0.213597637194,31953751.7107,16.6599862357,1.01924294242,0.0215824536957
109,65901.0809124,2039-04-23,293680590.829,0.2260137755,33811179.5637,20.5162604249,0.95474814372,-0.111461711337
115,65902.5094657,2039-04-24,293804017.835,0.131631753435,19691830.0304,11.6612098702,0.94421900684,0.0591786216316
246,65905.9710553,2039-04-27,294103099.175,0.0726609229373,10869919.3545,14.6790898271,1.01138932326,0.0363934822357
296,65912.3209766,2039-05-04,294651732.378,0.287980933738,43081334.4895,20.1191292556,0.896214536451,-0.0771783177088
229,65912.3360646,2039-05-04,294653035.979,0.0573832919458,8584418.28885,13.5367506691,1.05987315958,0.0242183446529
213,65915.2683861,2039-05-07,294906388.556,0.145254844411,21729815.4327,33.7876897142,1.00758934979,0.0574871961183
73,65968.7918543,2039-06-29,299530816.214,0.249674280335,37350740.7066,13.7221302351,0.771804055141,0.0358654481271
93,65973.6449126,2039-07-04,299950120.452,0.296675601742,44382038.3093,14.9242578378,0.902723740548,0.142107972503
81,66001.5239497,2039-08-01,302358869.255,0.24468056701,36603691.8264,14.8688601486,1.14606593871,0.109359189913
127,66015.0352457,2039-08-15,303526245.225,0.216926666677,32451767.4329,13.3808678608,0.885051664638,0.0309564285912
147,66070.9826641,2039-10-09,308360102.177,0.218667284524,32712160.1565,41.3349654869,0.950223464214,0.0789741820353
128,66103.0565716,2039-11-11,311131287.786,0.287895693424,43068582.7199,12.5019942733,0.954540254657,0.131903299846
257,66103.7521219,2039-11-11,311191383.329,0.0898093080942,13435281.2599,10.1540554222,1.00320858498,-0.000774319860775
27,66116.1238065,2039-11-24,312260296.88,0.273380660571,40897164.712,33.7137453746,1.04484926239,-0.117862927649
2,66175.5252781,2040-01-22,317392584.027,0.130490038855,19521031.9603,13.6436767519,0.925872248112,0.0140604517258
266,66202.9543817,2040-02-18,319762458.577,0.0955514058626,14294286.8594,11.7255185304,0.969871144182,0.0625068432707
141,66219.9710441,2040-03-06,321232698.213,0.136977337069,20491517.9597,22.5845540921,0.971876495635,-0.0343812476957
275,66221.7887872,2040-03-08,321389751.217,0.035752683451,5348525.31609,17.8975509011,1.01536713741,0.022903792987
9,66228.6520415,2040-03-15,321982736.384,0.208480337054,31188214.5061,16.83059074,1.0187879347,-0.0870258899226
112,66243.804755,2040-03-30,323291930.83,0.0479180681899,7168440.96926,31.7955461579,0.994548166607,0.0234584970101
44,66246.1737685,2040-04-02,323496613.596,0.276502135516,41364130.7172,14.7053185946,1.2059920039,-0.17409856699
92,66257.7242826,2040-04-13,324494578.014,0.104456872696,15626525.7354,11.0983155743,0.918746178958,0.0608097633074
238,66262.4363706,2040-04-18,324901702.416,0.154938474365,23178465.8546,10.4059253833,0.887831279432,0.0823100401107
142,66265.4415089,2040-04-21,325161346.366,0.165293265098,24727520.4996,13.5536376913,0.972903495007,0.00115997976964
256,66270.8111083,2040-04-26,325625279.755,0.199578869606,29856573.9298,15.7750712163,1.03365359875,-0.101280337763
296,66279.4438824,2040-05-05,326371151.441,0.231829538987,34681205.3978,18.1879428835,0.909589621688,-0.0672099204579
269,66356.1335415,2040-07-21,332997137.984,0.107212139279,16038707.7493,12.3354295534,1.03200687537,-0.0502785488659
51,66359.8517422,2040-07-24,333318390.524,0.0746063532304,11160951.584,8.64210782088,1.03282451795,-0.0502933678476
67,66366.5385895,2040-07-31,333896134.133,0.0438202903465,6555422.1293,9.00670848447,1.03595906433,-0.0104512808126
203,66372.8536453,2040-08-06,334441754.952,0.179893912937,26911746.3273,19.272697333,1.0313723095,0.0855765578757
