id,t_start_mjd,t_end_mjd,date_start,date_end,duration_d,r_mean_au,zabs_min_au,d_earth_min_au
9,63128.5,63185,2031-09-19,2031-11-15,57,1.1513861449,0.000610104103709,1.82722099519
9,63279,63330.5,2032-02-17,2032-04-08,52,1.06261898284,0.000452914312243,1.90153220005
9,63636.5,63693,2033-02-08,2033-04-06,57,1.15082050523,0.000225298914538,0.19148190712
9,63786.5,63838.5,2033-07-08,2033-08-29,52.5,1.06189203817,0.000870670349649,0.487556302427
9,64144.5,64201,2034-07-01,2034-08-27,57,1.1502548091,0.000159506765879,1.92295079823
9,64294.5,64346.5,2034-11-28,2035-01-19,52.5,1.06245223206,0.000675987634453,1.57447056558
9,64652.5,64708.5,2035-11-21,2036-01-16,56.5,1.15103484867,0.000544312097619,1.16823725728
9,64802.5,64854.5,2036-04-19,2036-06-10,52.5,1.06301260355,0.000258230866052,1.54553623079
9,65160.5,65216.5,2037-04-12,2037-06-07,56.5,1.15046892384,0.000880349094534,1.13866146212
9,65310.5,65362.5,2037-09-09,2037-10-31,52.5,1.06357315075,0.000159526624781,0.490534058788
9,65668,65724.5,2038-09-02,2038-10-28,57,1.15121775561,0.000495544751073,1.94367863066
9,65818,65870,2039-01-30,2039-03-23,52.5,1.06149872547,0.000577283670563,1.90482826582
9,66176,66232.5,2040-01-23,2040-03-19,57,1.150652099,0.000110739328002,0.208484906151
9,66326,66378,2040-06-21,2040-08-12,52.5,1.0620587935,0.000969373949117,0.796194900423
9,66684,66740,2041-06-14,2041-08-09,56.5,1.15143225894,0.000274066336537,1.79929727597
9,66834,66886,2041-11-11,2042-01-02,52.5,1.06261904047,0.000551618388015,1.35481715236
9,67192,67248,2042-11-04,2042-12-30,56.5,1.15086637448,0.000658871401849,1.44273251842
9,67342,67394,2043-04-03,2043-05-25,52.5,1.06317946447,0.000133861282263,1.72084117852
9,67699.5,67756,2044-03-25,2044-05-21,57,1.15161497772,0.000765790055075,0.791215614264
9,67850,67901.5,2044-08-23,2044-10-13,52,1.06239214445,0.000283896197953,0.143559789048
10,62515,62532.5,2030-01-14,2030-01-31,18,1.00125994702,0.00193986558625,0.88580285751
10,62616,62634.5,2030-04-25,2030-05-13,19,1.04887156277,0.00119924326902,1.81904876365
10,63379.5,63397.5,2032-05-27,2032-06-14,18.5,1.00033312955,9.93707310179e-05,1.17975483622
10,63481,63499.5,2032-09-06,2032-09-24,19,1.05255716951,0.00055338314355,0.155039913345
10,64244.5,64262,2034-10-09,2034-10-27,18,0.999392472539,0.00174112493865,1.85599765641
10,64345.5,64364,2035-01-18,2035-02-06,19,1.05074045017,0.00230600568898,1.6961057513
10,65109,65126.5,2037-02-20,2037-03-09,18,1.00120792593,0.00199259990271,0.372631393779
10,65210,65228.5,2037-06-01,2037-06-19,19,1.04892362068,0.00124946004503,1.55682201835
10,65973.5,65991,2039-07-04,2039-07-22,18,1.00302365287,0.000152105289899,1.55362640722
10,66075,66093,2039-10-14,2039-11-01,18.5,1.04986191588,0.000503166298383,0.398661350324
10,66838.5,66856,2041-11-15,2041-12-03,18,0.999340459755,0.00168839056256,1.6557373407
10,66939.5,66958,2042-02-24,2042-03-15,19,1.05079250502,0.00225578912513,1.89603765593
10,67703,67720.5,2044-03-29,2044-04-15,18,1.00115590507,0.00204533420591,0.184349411605
10,67804,67822.5,2044-07-08,2044-07-26,19,1.0489756785,0.00129967681393,1.17162043703
11,62877,62891,2031-01-11,2031-01-25,14.5,0.965616301029,0.00103722115242,0.877581970384
11,64268.5,64282.5,2034-11-02,2034-11-16,14.5,0.965732759431,0.00167186240908,1.73268180213
11,65660,65673.5,2038-08-25,2038-09-07,14,0.965098696309,0.00230650253576,1.94275726042
11,67051.5,67065,2042-06-16,2042-06-30,14,0.965213884447,0.00294114110407,1.45857222094
12,63544.5,63748,2032-11-08,2033-05-31,204,1.20848026453,1.64941034127e-05,1.47446115502
12,65025.5,65229,2036-11-28,2037-06-20,204,1.20847898022,1.21519930958e-05,1.66759848206
12,66507,66710.5,2040-12-19,2041-07-10,204,1.20848008981,1.78293146143e-05,1.8150143723
13,62934,63004.5,2031-03-09,2031-05-18,71,1.20298344093,5.51647458783e-05,1.58800396349
13,63060.5,63131,2031-07-13,2031-09-22,71,1.20163223102,0.000161232187191,0.800005780845
13,64108.5,64179,2034-05-26,2034-08-05,71,1.2030726261,6.03314007369e-05,1.80238230572
13,64235,64305.5,2034-09-30,2034-12-09,71,1.20154304881,0.000154871020175,1.62061060802
13,65283,65353.5,2037-08-13,2037-10-22,71,1.20316181143,6.54980549551e-05,1.27697816308
13,65409.5,65480,2037-12-17,2038-02-26,71,1.2014538668,0.000148509850105,1.7445883753
13,66457.5,66528,2040-10-30,2041-01-09,71,1.20325099694,7.06647084783e-05,0.124384587499
13,66584,66654.5,2041-03-06,2041-05-15,71,1.20136468498,0.000142148677104,1.12373032183
13,67632,67702.5,2044-01-18,2044-03-28,71,1.20334018262,7.58313612523e-05,0.996053892886
13,67758.5,67829,2044-05-23,2044-08-02,71,1.20127550336,0.000135787501297,0.119709576305
14,63563.5,63627,2032-11-27,2033-01-30,64,0.985890071155,0.000384984113794,1.77199470518
14,64704.5,64768,2036-01-12,2036-03-16,64,0.985235428518,0.000678034668814,1.3645327926
14,65845,65908.5,2039-02-26,2039-04-30,64,0.986426715186,9.21872347832e-05,0.73861315801
14,66986,67049.5,2042-04-12,2042-06-14,64,0.985768280255,0.000493661166727,0.0298746178725
15,62832,62870,2030-11-27,2031-01-04,38.5,0.998435054978,0.000648021940507,1.76263055813
15,64474,64512.5,2035-05-27,2035-07-04,39,0.998421055632,0.0011006417418,0.833715068449
15,66116.5,66154.5,2039-11-24,2040-01-01,38.5,0.997816314718,0.00108675708903,1.70484865103
15,67759,67797,2044-05-24,2044-07-01,38.5,0.997975865488,0.000634137230167,0.937917060139
16,63243.5,63268,2032-01-12,2032-02-06,25,1.01039305053,0.00174072320346,1.05918881966
16,64486.5,64510.5,2035-06-08,2035-07-02,24.5,1.01076380521,0.000482733249648,1.89802460304
16,65729,65753,2038-11-02,2038-11-26,24.5,1.00993929082,0.000775260046601,0.189576343162
16,66971.5,66996,2042-03-28,2042-04-22,25,1.0105831619,0.00203098390743,1.81347830065
17,62589,62603.5,2030-03-29,2030-04-12,15,1.02432519762,0.00253055928331,1.21949574564
17,63805.5,63820,2033-07-27,2033-08-11,15,1.02432281764,0.00257957463231,0.697603591992
17,65022,65036.5,2036-11-25,2036-12-09,15,1.02432043967,0.00262858997185,1.96783223279
17,66238.5,66253,2040-03-25,2040-04-09,15,1.02431806371,0.00267760530178,1.32679814982
17,67455,67469.5,2043-07-25,2043-08-08,15,1.02431568975,0.0027266206219,0.567187981444
18,62502,62577.5,2030-01-01,2030-03-17,76,1.22454478494,0.0281176044521,1.81482513135
18,63568,63653,2032-12-02,2033-02-25,85.5,1.17846255633,0.0293044098088,0.928683828851
18,63688.5,63773.5,2033-04-01,2033-06-25,85.5,1.17954116117,0.0162656315601,1.35599385117
18,64764,64849,2036-03-12,2036-06-05,85.5,1.17981038258,0.029465487088,0.525350305887
18,64884.5,64969.5,2036-07-10,2036-10-03,85.5,1.17819353378,0.0160806074938,0.201476565499
18,65960,66045.5,2039-06-21,2039-09-14,86,1.17894628944,0.0290681433591,1.60759111773
18,66080.5,66166,2039-10-19,2040-01-13,86,1.17930058614,0.0158953907876,1.29420359045
18,67156,67241.5,2042-09-29,2042-12-23,86,1.18029286632,0.0292297335819,1.66044601481
18,67277,67362,2043-01-28,2043-04-23,85.5,1.18016527013,0.0163512074608,1.77460233311
19,62768.5,62837,2030-09-24,2030-12-02,69,1.2615447665,0.000123594269827,0.1665144515
19,62899.5,62950.5,2031-02-02,2031-03-25,51.5,1.04104747774,0.000749660043799,0.948992786948
19,63743,63811.5,2033-05-26,2033-08-02,69,1.26183397763,0.000198705777468,1.7508944678
19,63874.5,63925,2033-10-04,2033-11-24,51,1.04312415475,0.000850312426324,1.80128284214
19,64717.5,64786,2036-01-25,2036-04-03,69,1.26212318472,0.000273817264039,1.58957992535
19,64849,64899.5,2036-06-05,2036-07-25,51,1.0428391459,0.000776466478465,0.810368378661
19,65692,65760.5,2038-09-26,2038-12-03,69,1.26241238773,0.000348928721588,0.205516488173
19,65823.5,65874,2039-02-04,2039-03-27,51,1.04255417608,0.00067581394615,0.985613015774
19,66666.5,66735,2041-05-27,2041-08-04,69,1.26270158662,0.000424040142184,1.7682210921
19,66798,66848.5,2041-10-06,2041-11-25,51,1.0422692454,0.000575161242086,1.79867091958
19,67641,67710,2044-01-27,2044-04-05,69.5,1.26047929341,0.000499151517898,1.56169045176
19,67772.5,67823,2044-06-06,2044-07-27,51,1.04198435396,0.000474508391723,0.773234997062
20,62502,62552,2030-01-01,2030-02-20,50.5,1.23829846632,0.0184089408581,1.58130836001
20,63427.5,63555.5,2032-07-14,2032-11-19,128.5,1.11161863557,0.000228456361953,0.112666920809
20,64431.5,64559,2035-04-14,2035-08-20,128,1.11136828012,0.000452818994066,1.21191221605
20,65435,65563,2038-01-12,2038-05-20,128.5,1.11221808947,0.000247183096381,1.9733767926
20,66438.5,66566.5,2040-10-11,2041-02-16,128.5,1.11193455923,2.28196412571e-05,1.4346004
20,67442,67570,2043-07-12,2043-11-17,128.5,1.11165239035,0.000201543899669,0.0265204415919
21,62529.5,62614,2030-01-28,2030-04-23,85,1.22605942152,0.0116027378504,1.85609512209
21,62618,62623,2030-04-27,2030-05-02,5.5,0.816125303754,0.0988645548897,1.80522417875
21,62663.5,62720,2030-06-11,2030-08-07,57,1.02325951732,0.0005814469828,1.74708849263
21,63382,63467,2032-05-30,2032-08-23,85.5,1.22546390352,0.0113528374758,0.851043682222
21,63471,63475.5,2032-08-27,2032-08-31,5,0.815660090373,0.098928987767,0.903367437566
21,63516,63572.5,2032-10-11,2032-12-06,57,1.02175059717,0.000119678014459,1.34155238998
21,64234.5,64319.5,2034-09-29,2034-12-23,85.5,1.22703515707,0.0111029103196,0.996727192353
21,64323.5,64328.5,2034-12-27,2035-01-01,5.5,0.815280505181,0.0988135174297,0.90890698619
21,64369,64425.5,2035-02-11,2035-04-08,57,1.02442649841,0.000342092514321,0.307488368954
21,65087.5,65172.5,2037-01-29,2037-04-24,85.5,1.22425045054,0.0115458773067,1.85493250969
21,65176,65181,2037-04-28,2037-05-03,5.5,0.816374870922,0.0988793784316,1.80557474071
21,65221.5,65278,2037-06-12,2037-08-08,57,1.02291599304,0.000476375411755,1.73698759408
21,65940,66025,2039-06-01,2039-08-25,85.5,1.22582139554,0.0112959707799,0.884495159855
21,66029,66033.5,2039-08-29,2039-09-02,5,0.815909173804,0.0989433912828,0.933026302325
21,66074.5,66130.5,2039-10-13,2039-12-08,56.5,1.02336883685,1.46055587036e-05,1.36982019038
21,66792.5,66877.5,2041-09-30,2041-12-24,85.5,1.22739273858,0.0110460376223,0.966218089
21,66881.5,66886.5,2041-12-28,2042-01-02,5.5,0.815528966522,0.0988286663206,0.879117899875
21,66927,66983.5,2042-02-12,2042-04-09,57,1.02408261503,0.000447164480796,0.268521411007
21,67645.5,67730.5,2044-01-31,2044-04-25,85.5,1.22460787152,0.0114890153498,1.85622617468
21,67734,67739,2044-04-29,2044-05-04,5.5,0.816624762677,0.0988941062842,1.80527152134
21,67779.5,67836,2044-06-13,2044-08-09,57,1.02257257515,0.000371303519327,1.72626611742
22,62598,62624.5,2030-04-07,2030-05-03,27,1.46030692668,0.00100744437731,2.01674146475
22,62739.5,62758.5,2030-08-26,2030-09-14,19.5,1.04103444526,0.000976985857879,1.0333227161
22,63727,63753.5,2033-05-10,2033-06-05,27,1.46336380833,0.00039736683715,2.26433395148
22,63869,63887.5,2033-09-29,2033-10-17,19,1.04040229197,0.00226402232861,1.43417858158
22,64856.5,64883,2036-06-12,2036-07-09,27,1.46150012505,0.00180217669774,2.34669197855
22,64998,65017,2036-11-01,2036-11-20,19.5,1.03984703282,0.000287809532608,1.72927177269
22,65986,66012.5,2039-07-17,2039-08-12,27,1.45963563155,0.000501724275822,2.2612815557
22,66127.5,66146,2039-12-05,2039-12-24,19,1.03921485362,0.00168840600306,1.89939964122
22,67115,67141.5,2042-08-19,2042-09-14,27,1.46269299154,0.000903087001789,2.02068492271
22,67257,67275.5,2043-01-08,2043-01-26,19,1.04107051759,0.00155260380496,1.92425896932
23,63866,63904,2033-09-26,2033-11-03,38.5,1.14258083864,0.000465017161379,1.12547146316
23,65661,65699,2038-08-26,2038-10-03,38.5,1.13835266066,0.000737125617753,0.690211475667
23,67455.5,67493.5,2043-07-25,2043-09-01,38.5,1.14260805606,0.000457321955504,0.145447559297
24,62567,62579,2030-03-07,2030-03-19,12.5,1.02778152139,0.000700017750729,1.20080547752
24,62743,62759,2030-08-30,2030-09-15,16.5,1.36959994419,0.000844276641106,1.22802991481
24,63102.5,63114,2031-08-24,2031-09-05,12,1.0275770098,0.00265556015982,1.73030296057
24,63278.5,63294,2032-02-16,2032-03-03,16,1.36979961571,0.00275360797647,2.05314619243
24,63637.5,63649.5,2033-02-09,2033-02-21,12.5,1.02741364401,0.00214118490199,0.781985777666
24,63813.5,63829.5,2033-08-04,2033-08-20,16.5,1.36996883817,0.0002366974785,0.782861383251
24,64172.5,64184.5,2034-07-29,2034-08-10,12.5,1.02827068613,0.00121439427967,1.92031099114
24,64348.5,64364.5,2035-01-21,2035-02-06,16.5,1.36910964403,0.0022802141688,2.27038193144
24,64708,64719.5,2036-01-16,2036-01-27,12,1.02806606348,0.00358234748477,0.328354582004
24,64884,64900,2036-07-10,2036-07-26,16.5,1.37033755692,0.00131767138552,0.386569184451
24,65243,65255,2037-07-04,2037-07-16,12.5,1.02790239166,0.00022677418417,2.0114056948
24,65419,65435,2037-12-27,2038-01-12,16.5,1.36947877049,0.00119924127031,2.31663908141
24,65778.5,65790,2038-12-21,2039-01-02,12,1.02769785253,0.00312880175167,0.101971969619
24,65954.5,65970,2039-06-15,2039-07-01,16,1.36967846532,0.0023986441095,0.400143046889
24,66313.5,66325.5,2040-06-08,2040-06-20,12.5,1.02753441099,0.00166794216438,1.99989552379
24,66489.5,66505.5,2040-12-01,2040-12-17,16.5,1.36984772197,0.000118267292829,2.23915475738
24,66848.5,66860.5,2041-11-25,2041-12-07,12.5,1.02839169303,0.00168763738782,0.532108670983
24,67025,67040.5,2042-05-21,2042-06-05,16,1.37004734576,0.00263517811496,0.735783713337
24,67384,67395.5,2043-05-15,2043-05-26,12,1.02818704307,0.00310910658694,1.88659428251
24,67560,67576,2043-11-07,2043-11-23,16.5,1.37021649828,0.000962706791096,2.04398268221
24,67919,67931,2044-10-31,2044-11-12,12.5,1.02802329576,0.000246469434478,0.963720490005
25,62798.5,62822.5,2030-10-24,2030-11-17,24.5,0.978250576166,0.000692427289133,1.93145560168
25,63498,63521.5,2032-09-23,2032-10-16,24,0.978827936449,0.00126901609722,1.86971976172
25,64197,64220.5,2034-08-23,2034-09-15,24,0.978567066429,0.00184560295503,1.66567781096
25,64896,64919.5,2036-07-22,2036-08-14,24,0.978306671858,0.00172991513637,1.33518523727
25,65595,65618.5,2038-06-21,2038-07-14,24,0.978046753495,0.00115332780827,0.896956395022
25,66294,66318,2040-05-20,2040-06-13,24.5,0.978823388772,0.000576738713954,0.38642613701
25,66993,67017,2042-04-19,2042-05-13,24.5,0.978562870765,1.48735747452e-07,0.154447840656
25,67692,67716,2044-03-18,2044-04-11,24.5,0.978302828427,0.000576441242581,0.657607664429
26,62525,62554.5,2030-01-24,2030-02-22,30,0.966652907741,0.000455335521981,1.70715594389
26,62815.5,62845,2030-11-10,2030-12-10,30,0.965498679104,4.91835486551e-05,1.03010919718
26,63106,63135.5,2031-08-28,2031-09-26,30,0.964342578413,0.000553702358719,0.0594225885591
26,63397,63426,2032-06-14,2032-07-13,29.5,0.965971119813,0.00105821824229,1.13721195687
26,63687.5,63716.5,2033-03-31,2033-04-29,29.5,0.964815674778,0.000704439028297,1.73736491684
26,63978,64007.5,2034-01-16,2034-02-14,30,0.966068808613,0.000199920805023,1.65275192905
26,64268.5,64298,2034-11-02,2034-12-02,30,0.964913632471,0.000304598465444,0.902806628384
26,64559.5,64588.5,2035-08-20,2035-09-18,29.5,0.966540925763,0.000809116128604,0.190176419351
26,64850,64879,2036-06-06,2036-07-05,29.5,0.965386405053,0.000953541637447,1.24813523548
26,65140.5,65170,2037-03-23,2037-04-22,30,0.966638481966,0.000449024903057,1.7683372176
26,65431,65460.5,2038-01-08,2038-02-06,30,0.965484229924,5.54941806878e-05,1.5860562012
26,65721.5,65751,2038-10-25,2038-11-24,30,0.964328105806,0.000560012970658,0.77084780069
26,66012.5,66041.5,2039-08-12,2039-09-10,29.5,0.965956678832,0.00106452880065,0.339230559125
26,66303,66332,2040-05-29,2040-06-27,29.5,0.964801210375,0.000698128428007,1.35072987434
26,66593.5,66623,2041-03-15,2041-04-14,30,0.966054370993,0.000193610175331,1.78642839504
26,66884,66913.5,2041-12-31,2042-01-29,30,0.964899171435,0.000310909091474,1.5076551531
26,67175,67204,2042-10-18,2042-11-16,29.5,0.966526496338,0.000815426717625,0.636049524994
26,67465.5,67494.5,2043-08-04,2043-09-02,29.5,0.965371952217,0.000947231063768,0.503922115331
26,67756,67785.5,2044-05-21,2044-06-19,30,0.966624055898,0.000442714283765,1.44416073306
27,62658,62669,2030-06-06,2030-06-17,11.5,1.04109488943,0.000714428012979,1.95312312936
27,63523,63534,2032-10-18,2032-10-29,11.5,1.04105818432,0.00325586503163,0.284037965017
27,64387.5,64398.5,2035-03-01,2035-03-12,11.5,1.04115193606,0.00294552157189,1.71247560929
27,65252.5,65263.5,2037-07-13,2037-07-24,11.5,1.04111179896,0.000404083312532,1.69613656232
27,66117.5,66128.5,2039-11-25,2039-12-06,11.5,1.04107404491,0.00213735718895,0.274627085439
27,66982.5,66993,2042-04-08,2042-04-19,11,1.04104803572,0.00406402700728,1.96763913565
27,67847,67858,2044-08-20,2044-08-31,11.5,1.04112917008,0.00152259420371,1.29835235575
28,62932,63033,2031-03-07,2031-06-16,101.5,1.07591947282,0.000408372787009,0.0665437494298
28,64272.5,64373.5,2034-11-06,2035-02-15,101.5,1.07594814005,0.000527694976449,1.68159904795
28,65613,65714,2038-07-09,2038-10-18,101.5,1.0759771798,0.000452261292152,1.75556576151
28,66953.5,67054,2042-03-10,2042-06-19,101,1.07528204387,0.000332938873513,0.0422399185548
29,62812,62825,2030-11-07,2030-11-20,13.5,1.54396593953,0.00187621546221,1.35725953027
29,62960,62972.5,2031-04-04,2031-04-16,13,0.976493011832,0.00331423483727,0.52725509519
29,63729,63742,2033-05-12,2033-05-25,13.5,1.54251216892,0.000289677709995,2.03641289417
29,63876.5,63889.5,2033-10-06,2033-10-19,13.5,0.97585604158,0.000750756408052,1.8590432424
29,64646,64659,2035-11-15,2035-11-28,13.5,1.54105761926,0.00129686066965,1.44258566471
29,64793.5,64806.5,2036-04-10,2036-04-23,13.5,0.977286431452,0.0018127289275,0.602410869518
29,65562.5,65575.5,2038-05-19,2038-06-01,13.5,1.54389026374,0.00179360756747,1.98086226077
29,65710.5,65723,2038-10-14,2038-10-27,13,0.97656751198,0.00318076000098,1.83823835865
29,66479.5,66492.5,2040-11-21,2040-12-04,13.5,1.54243645254,0.000207069697678,1.52388788015
29,66627,66640,2041-04-18,2041-05-01,13.5,0.975930466419,0.000617280630121,0.676612286057
