id,node,t_mjd,date,t_s,r_au,lon_deg,x_au,y_au,z_km,d_earth_au,v_rel_earth_kms,vz_kms,inc_deg,in_band
125,asc,62530.5040011,2030-01-29,2462745.69785,0.990705003978,181.67697,-0.99028068869,-0.028992456161,3.1515955925e-06,0.912482150437,54.6440276747,13.9134108866,39.01303,True
255,asc,62530.5755894,2030-01-29,2468930.92075,0.701296907974,299.46913,0.345006208762,-0.61056373054,-4.17931005359e-07,1.68276346115,71.3416721125,1.40643439693,1.97262,False
26,desc,62531.8995811,2030-01-30,2583323.80688,0.886596595788,341.99674,0.843187879918,-0.274021391177,1.25542283058e-06,1.79034474911,60.7457913555,-7.85105542005,19.2213,True
295,desc,62532.140557,2030-01-31,2604144.127,1.05389155892,264.2559,-0.105479374036,-1.04859979002,2.20909714699e-06,1.89012615765,61.0237925173,-7.47163829581,12.40454,True
275,asc,62532.4295317,2030-01-31,2629111.5421,2.04004541991,344.4869,1.96572519259,-0.545627879136,-1.81049108505e-06,2.89629585547,40.9774850216,6.77045192571,23.29362,False
165,asc,62532.8545874,2030-01-31,2665836.35276,0.842908631509,303.99962,0.471343890367,-0.698806051838,1.2218952179e-06,1.82618928409,57.3518640364,6.67434326375,19.13504,True
280,desc,62532.8738149,2030-01-31,2667497.60386,1.9976105856,344.91856,1.9288068168,-0.519761786953,-1.25169754028e-06,2.85491726522,41.9712794411,-10.0949491123,36.78219,False
240,desc,62533.4455441,2030-02-01,2716895.01437,1.03341884521,317.21706,0.758459302285,-0.701921645495,-4.27290797234e-06,2.01413891415,61.0462675275,-15.4753856757,28.00194,True
8,desc,62535.7883981,2030-02-03,2919317.59158,2.51003644744,130.13923,-1.61808800491,1.91887315262,-9.83476638794e-07,1.52546580429,21.9891171589,-9.44934325695,42.03945,False
281,desc,62540.4402422,2030-02-08,3321236.92869,0.962405031711,201.49671,-0.895458801345,-0.352671206872,4.20957803726e-07,1.04360031859,22.6099215602,-10.9422650031,21.38605,True
211,asc,62541.6440702,2030-02-09,3425247.66282,0.771572360703,180.21677,-0.771566838667,-0.00291912149631,-4.3073669076e-08,0.664523905612,27.0538543939,0.60683581212,0.79236,False
213,desc,62542.2153711,2030-02-10,3474608.06015,0.972606974141,213.49564,-0.811084013707,-0.536756042218,-1.34110450745e-06,1.19201068763,55.398572012,-28.6363507856,59.33202,True
132,desc,62542.5596127,2030-02-10,3504350.53661,1.13289924295,358.00841,1.13221490256,-0.0393714248354,-2.19792127609e-07,1.99776040021,55.0758035219,-4.72481722903,8.56552,True
38,asc,62544.8160579,2030-02-12,3699307.40387,0.982839360211,78.7561,0.191639818703,0.963974785908,7.33882188797e-07,1.02072856141,28.284053145,5.99022694941,9.53681,True
95,asc,62546.8705019,2030-02-14,3876811.36329,1.00148260841,188.12971,-0.991418170955,-0.141624239628,-8.41915607452e-07,0.75917305828,10.0427851864,3.03380154987,9.90138,True
37,asc,62549.5238109,2030-02-17,4106057.25964,0.968429042528,272.66887,0.0450936645302,-0.967378608318,1.25914812088e-06,1.74872699478,51.3211090308,10.5805039619,24.92726,True
195,desc,62551.1278449,2030-02-19,4244645.80347,0.885563410551,234.20354,-0.517972735968,-0.718280445857,1.35786831379e-06,1.28777260906,55.4728600898,-10.8102712678,19.42916,True
114,asc,62551.894474,2030-02-19,4310882.55654,2.94716026117,142.31976,-2.33248397633,1.8014638784,7.15255737305e-07,1.96695237734,23.823262813,5.80535908149,28.42255,False
228,desc,62552.7812595,2030-02-20,4387500.81894,0.922043696021,140.05713,-0.706917061839,0.591973686116,7.20843672752e-07,0.166497955947,7.51025666679,-4.46359775662,7.15733,True
107,desc,62552.9900316,2030-02-20,4405538.72922,0.904611458586,38.89189,0.704088069771,0.567962922216,1.27777457237e-06,1.55672253862,53.1237237375,-4.31963493407,6.62299,True
162,asc,62553.4189359,2030-02-21,4442596.05952,0.689498332152,96.44687,-0.0774181362908,0.685138221247,-3.48687171936e-06,0.800300059425,31.4285380937,11.3078982593,16.72622,False
159,desc,62554.1306054,2030-02-22,4504084.30397,1.15107047626,285.20898,0.301972315649,-1.11075468125,6.74277544022e-07,1.97531072468,64.0571995182,-2.93953952941,5.39883,True
210,asc,62554.9294958,2030-02-22,4573108.43609,0.858329658611,331.11156,0.751520846513,-0.414663984581,-1.24797224998e-06,1.84736213857,62.4776169155,12.7256712527,22.32417,True
86,asc,62555.0265873,2030-02-23,4581497.1469,0.975293554768,271.0619,0.0180747158779,-0.975126054733,-5.28991222382e-06,1.69750482668,60.5872435541,27.3182479631,55.85289,True
253,desc,62556.3959671,2030-02-24,4699811.55543,0.972680423501,296.68273,0.436781852047,-0.869096553891,3.40864062309e-06,1.86503353285,53.6539179031,-19.7274330345,38.24694,True
179,asc,62556.5280376,2030-02-24,4711222.44461,0.894376426703,40.072,0.68440911775,0.575754593714,-3.01748514175e-07,1.57111351592,36.7656167811,15.0830107137,34.254,True
233,asc,62557.1170587,2030-02-25,4762113.87192,3.04066786988,306.8226,1.82239204433,-2.43403950906,9.31322574615e-09,3.94935480659,40.3359461262,2.07893250522,10.12318,False
296,desc,62563.4333576,2030-03-03,5307842.09248,0.964497486906,217.00648,-0.770216290224,-0.580536190535,7.33882188797e-07,0.934306535756,29.354901009,-6.76988469296,18.943,True
166,desc,62563.8720635,2030-03-03,5345746.28896,4.16509592805,256.38375,-0.980537584122,-4.04803287239,-9.98377799988e-07,4.38099004123,27.5389218205,-3.23382349458,20.77419,False
266,desc,62565.4423167,2030-03-05,5481416.16542,1.38988411057,186.10124,-1.38201131235,-0.147724653913,-2.91038304567e-07,0.632194976524,4.74955957892,-2.37929521666,5.70303,True
109,asc,62569.098,2030-03-09,5797267.20147,1.08960927484,325.49909,0.897965736579,-0.617175751093,9.77888703346e-07,2.05020156797,57.8466657082,3.81134462922,8.88522,True
269,asc,62569.4125216,2030-03-09,5824441.86362,0.880053504877,104.47484,-0.219973634983,0.852118402194,-1.5776604414e-06,0.961868735092,38.5577092543,7.78501704125,13.47265,True
202,desc,62570.0473741,2030-03-10,5879293.1251,1.12403010091,336.84047,1.03344829723,-0.442072714286,-2.42929672822e-07,2.10923375076,59.0488881702,-2.72275227384,5.54384,True
76,asc,62570.2807907,2030-03-10,5899460.31778,1.24045185344,213.60445,-1.03314537864,-0.686535816464,-1.62981450558e-08,0.915548488294,35.9458662947,1.80379599537,4.09944,True
63,asc,62570.4583209,2030-03-10,5914798.92883,2.0528819336,357.06027,2.05018041274,-0.10528299254,-1.77323818207e-06,3.03546159113,44.3189401873,13.3626832493,53.19536,False
24,asc,62572.9570664,2030-03-12,6130690.53715,1.02769998786,94.35212,-0.0779878364562,1.02473663076,5.40167093277e-06,1.23260573158,36.0015775684,28.2308188568,64.00427,True
25,desc,62577.5735831,2030-03-17,6529557.58028,1.89049657962,40.68627,1.43354574631,1.23244631153,1.96695327759e-06,2.67365596796,40.327126746,-7.42377386717,24.53703,False
59,desc,62579.5036491,2030-03-19,6696315.28459,1.07828574465,190.62092,-1.05981268136,-0.198739094172,-5.02914190292e-08,0.276235770637,6.46704533868,-3.94536648897,7.40973,True
125,desc,62580.8576783,2030-03-20,6813303.40582,0.371607677325,1.67697,0.371448519132,0.0108749014598,-1.49011611938e-08,1.36668454385,89.6116474826,-37.093113595,39.01303,False
257,asc,62580.9243742,2030-03-20,6819065.9344,1.00261986646,36.09232,0.810185885763,0.590631380076,1.4528632164e-07,1.88576128945,54.3526238952,9.32602531911,17.74569,True
80,asc,62580.9280807,2030-03-20,6819386.171,0.9590687743,115.78687,-0.417218672319,0.863563253796,2.421438694e-06,1.00205937518,23.6480770639,13.5254014341,23.55872,True
60,asc,62582.5070577,2030-03-22,6955809.78422,1.02936763287,244.89558,-0.436729064741,-0.932129522985,-2.92435288429e-06,1.10217197607,22.4602860138,10.5584570085,38.87863,True
160,desc,62583.0805802,2030-03-23,7005362.12932,1.73748049249,84.05008,0.180105752309,1.72812047606,-3.44589352608e-08,2.0843478147,29.223436939,-0.732786556939,1.94299,False
227,desc,62585.7288375,2030-03-25,7234171.56274,1.00021923102,170.18774,-0.98558747893,0.170457711681,-2.51457095146e-06,0.208857302044,20.7410221549,-14.4496911373,25.31356,True
190,desc,62588.7913216,2030-03-28,7498770.18415,0.421484168585,261.65754,-0.0611529129498,-0.41702425062,1.69989652932e-06,0.988263602896,54.4184712267,-6.98102985294,7.36842,False
168,desc,62590.6190592,2030-03-30,7656686.71271,2.0793219596,183.07513,-2.07632783972,-0.111546016035,1.11758708954e-07,1.08515189366,16.9737436495,-6.74027212676,23.65377,False
123,desc,62592.777456,2030-04-01,7843172.19901,1.70360888582,47.75939,1.14524338461,1.2612298862,9.03382897377e-08,2.56171095226,43.5244069103,-1.59038029451,4.48847,False
174,desc,62594.9710496,2030-04-03,8032698.68731,1.03049859255,190.77506,-1.01232958535,-0.192655547217,-2.58162617683e-06,0.0319784162326,12.0506041622,-8.58919061664,14.39783,True
42,asc,62595.389188,2030-04-04,8068825.84562,1.01903071268,236.20005,-0.566881578555,-0.846799190652,2.2891908884e-06,0.764138110856,16.8867941811,11.9905356102,25.15147,True
17,asc,62596.3121337,2030-04-05,8148568.34939,1.02285769599,267.12483,-0.0513066699621,-1.02157011109,-4.34182584286e-06,1.22450161198,43.2271840739,23.3227602947,39.65677,True
83,asc,62597.1189119,2030-04-06,8218273.98727,0.961756022516,155.74474,-0.876856369071,0.395091830928,3.27825546265e-07,0.635088306292,27.0446826172,9.49758433433,26.45905,True
286,asc,62598.0552776,2030-04-07,8299175.98689,1.25668003261,241.00265,-0.609199733215,-1.0991452995,1.28149986267e-06,0.924035582764,14.0650414687,4.43092031501,10.38842,True
143,asc,62598.0717574,2030-04-07,8300599.83737,1.0637435308,222.69423,-0.781833290052,-0.72130923042,-2.92249023914e-06,0.50864059594,14.6746023632,14.6507372391,28.82828,True
128,desc,62602.0154574,2030-04-11,8641335.51709,0.960298827468,93.62643,-0.0607397584824,0.958375980383,8.00937414169e-07,1.55327971885,42.6833684564,-4.10171476355,8.54804,True
55,asc,62602.2652116,2030-04-11,8662914.27851,0.98931839847,302.02023,0.524555075658,-0.838804426641,2.22772359848e-06,1.56423564774,53.9520808058,13.66572149,22.71515,True
297,asc,62604.6842248,2030-04-13,8871917.02254,0.9578518783,81.11844,0.147885064281,0.946366857263,3.28756868839e-07,1.69618293641,46.1745319634,9.87166031563,24.30945,True
1,desc,62605.8263653,2030-04-14,8970597.96325,2.32008851026,156.03924,-2.12015210797,0.942213210749,6.18398189545e-07,1.7755898041,27.3549928535,-5.83075873085,22.14242,False
43,desc,62606.3211153,2030-04-15,9013344.36087,0.714685247381,315.99028,0.51401731295,-0.496549297465,1.39325857162e-06,1.44566571409,51.4305315272,-7.88570792752,11.62102,False
108,desc,62607.6947115,2030-04-16,9132023.06954,2.30825902921,348.84081,2.26461736108,-0.446730291998,4.54485416412e-07,3.18323555093,39.7540271621,-5.20360531441,19.57999,False
179,desc,62609.788511,2030-04-18,9312927.34711,0.507406699425,220.072,-0.388285917569,-0.326642931715,6.72228634357e-06,0.527499517024,34.3408395689,-26.5859501685,34.254,False
22,desc,62611.1358213,2030-04-20,9429334.95912,1.4621339193,95.31036,-0.135321413917,1.455858411,-3.52784991264e-06,2.05972673913,33.4481933829,-12.8429571761,34.88704,True
103,asc,62611.2591122,2030-04-20,9439987.29505,0.738472615075,311.92731,0.493437989751,-0.549418559466,5.4738484323e-07,1.3892077822,60.5925871032,2.91050465573,4.69797,False
273,desc,62613.0751901,2030-04-22,9596896.42844,1.07044645389,54.38229,0.62340047217,0.870188176172,-1.13807618618e-06,2.02554179004,53.4538514962,-4.83636255101,10.31047,True
50,desc,62614.6191586,2030-04-23,9730295.29951,1.82701799435,104.1074,-0.445317864643,1.77191612418,-3.31550836563e-07,2.32211532692,48.1373297053,-3.53287222524,10.61149,False
276,desc,62615.7177355,2030-04-24,9825212.3445,3.36711339777,180.07695,-3.36711036108,-0.00452213584089,-2.53319740295e-07,2.56456995491,17.4763973701,-1.27992059315,6.73598,False
129,asc,62615.9641677,2030-04-24,9846504.08842,1.12295718965,80.21035,0.190938085007,1.10660539375,7.91624188423e-07,1.9433388223,44.1049482443,15.6603200214,35.60472,True
260,desc,62619.1019913,2030-04-28,10117612.0524,0.946604655406,91.09639,-0.0181127571644,0.94643135074,1.84401869774e-07,1.72410757601,43.404177064,-22.7668149963,47.70709,True
127,asc,62619.7567351,2030-04-28,10174181.9161,2.18940640751,232.85463,-1.32204978598,-1.74518903866,6.42612576485e-08,1.26340076869,26.0963041159,0.536660967025,2.11568,False
156,desc,62620.2628279,2030-04-29,10217908.3304,2.69602183858,353.52007,2.67879816395,-0.304260005473,4.50760126114e-07,3.50506573382,39.5315550701,-5.90361534384,26.05772,False
283,desc,62622.1923602,2030-05-01,10384619.9224,1.05195123121,291.95181,0.393247384342,-0.975683292651,-3.18512320518e-07,1.2403146277,33.324215676,-4.62719136278,8.07603,True
285,desc,62623.2359538,2030-05-02,10474786.4056,1.04441819683,13.47036,1.0156868321,0.24328918792,-3.68058681488e-06,2.00218752146,57.9622127312,-19.4190972186,35.13666,True
10,asc,62625.3870364,2030-05-04,10660639.9438,1.05046659754,356.78899,1.04881738499,-0.0588401690407,6.91507011652e-07,1.90776320667,47.2555036951,18.3814859786,39.82206,True
157,asc,62627.4071855,2030-05-06,10835180.8279,2.30204395806,138.78161,-1.73160541465,1.51688795658,-1.19209289551e-06,2.41868782966,45.6771721496,5.35702660946,20.66508,False
196,desc,62627.7190351,2030-05-06,10862124.6351,0.96698838138,264.80995,-0.0874734143732,-0.963023847836,6.7800283432e-07,0.701545822911,27.4472302536,-6.29131710576,9.52381,True
299,desc,62629.6681051,2030-05-08,11030524.2786,1.0625655439,337.86367,0.984243719779,-0.400387106644,6.31436705589e-07,1.72533477824,54.7110530964,-5.00757311207,11.16926,True
117,asc,62632.0383881,2030-05-11,11235316.7313,0.966675213046,278.65037,0.145392324676,-0.955678836976,2.75671482086e-07,0.854912151479,29.1672482698,9.49244516511,18.68411,True
284,asc,62633.74347,2030-05-12,11382635.8108,1.27762944082,271.37599,0.0306800320498,-1.2772610241,1.45089870784e-07,0.861634079826,36.9528401417,0.824609132358,1.79833,True
163,asc,62636.7866049,2030-05-15,11645562.6658,0.683582396636,165.54034,-0.661929024906,0.170689363984,-1.27591192722e-06,0.969357558046,30.3982042852,17.3216173055,26.60392,False
153,asc,62638.2973232,2030-05-17,11776088.7235,1.38316866462,272.10936,0.0509102355369,-1.38223142155,1.42492353916e-07,0.865720898015,33.1901616206,0.483516059975,1.52282,True
130,desc,62639.441297,2030-05-18,11874928.0635,0.99099527501,284.69532,0.251394626892,-0.958578310136,4.57279384136e-07,0.848278983832,35.8161847794,-3.34168814815,5.43674,True
199,asc,62640.8842192,2030-05-19,11999596.539,3.2058913702,74.44268,0.859827374893,3.08843590883,1.40070915222e-06,4.17886277234,38.5329640658,5.43784205447,28.06534,False
207,asc,62642.4286678,2030-05-21,12133036.8938,1.70549415275,303.58001,0.943310379107,-1.420871505,4.50760126114e-07,1.5921864041,18.9807520336,4.47954574099,13.53154,False
104,asc,62642.7220692,2030-05-21,12158386.7748,1.41485729888,68.67554,0.514511361748,1.31799060498,-2.421438694e-07,2.4172616624,50.9623933537,9.70027179905,24.75984,True
64,asc,62643.0141737,2030-05-22,12183624.6107,1.02774044663,19.21585,0.970480255764,0.338258035841,-4.07174229622e-06,1.92488703896,58.7188840082,26.6153828767,44.12226,True
259,desc,62644.3329369,2030-05-23,12297565.7495,1.04954203719,194.76716,-1.01487528863,-0.267519413011,4.94532287121e-07,0.782538984113,40.7902472636,-4.57187887449,8.34621,True
263,desc,62645.6778139,2030-05-24,12413763.1172,0.948823241974,324.35835,0.77108718999,-0.552892475933,2.45869159698e-07,1.31103529778,47.0548793833,-2.9602695586,4.64461,True
296,asc,62646.9541711,2030-05-25,12524040.3793,0.298621849126,37.00648,0.238469685962,0.179742086481,2.88803130388e-06,1.29112953137,93.5760727721,21.8655694221,18.943,False
247,asc,62647.1703333,2030-05-26,12542716.8012,0.988092717336,130.33277,-0.639519176103,0.753221376123,-1.00571196526e-06,1.65693225848,53.7539292077,5.42526527264,8.69826,True
37,desc,62647.4337363,2030-05-26,12565474.8171,0.50779561716,92.66887,-0.0236448559518,0.507244822146,7.52508640289e-07,1.47466380712,74.2587803292,-20.1783295779,24.92726,False
89,asc,62648.4508868,2030-05-27,12653356.6161,1.38246902593,8.869,1.36593943484,0.213143303926,-4.50760126114e-07,2.13844840697,43.0028884847,6.01475569882,15.31841,True
9,desc,62648.7749178,2030-05-27,12681352.8959,1.15289665413,157.13487,-1.06230440351,0.447973268621,1.61398202181e-06,1.48746355372,31.9824380001,-6.26603487675,13.33676,True
44,asc,62649.57095,2030-05-28,12750130.0772,0.995912089171,203.55397,-0.912936741525,-0.397979139316,6.37024641037e-07,0.700603142101,9.49777832891,7.22742360585,20.2845,True
195,asc,62649.7736395,2030-05-28,12767642.4523,0.987212032964,54.20354,0.577427783943,0.800727639313,4.88944351673e-07,1.99363158334,58.2821433119,9.69718801354,19.42916,True
239,asc,62652.6516068,2030-05-31,13016298.8258,0.375111652701,208.83489,-0.328602742704,-0.180911551538,6.97560608387e-06,0.758040950351,42.5726514656,34.8824222799,36.24349,False
197,asc,62653.5413015,2030-06-01,13093168.4535,0.941439297683,352.06267,0.932420030144,-0.130003225378,-9.67644155025e-07,1.54181357442,49.496940145,3.70835628265,5.8333,True
56,desc,62654.6919292,2030-06-02,13192582.6822,1.54652820091,297.85066,0.722489399167,-1.36739114532,-7.82310962677e-07,1.16042812927,19.5379591408,-11.645631095,33.46935,True
183,asc,62655.0820137,2030-06-03,13226285.9813,1.02771345831,322.74951,0.818056650813,-0.622075773881,-3.1404197216e-06,1.21745124439,40.0711175619,10.5899507625,21.47,True
181,asc,62656.102452,2030-06-04,13314451.8545,0.981026422352,268.50377,-0.0256157495388,-0.98069193671,1.89058482647e-07,0.312908857056,15.9092290649,2.8814624272,4.68129,True
149,desc,62657.1448816,2030-06-05,13404517.7728,1.22144726453,291.23173,0.442335924923,-1.13853956873,7.264316082e-08,0.783131541881,8.73790260143,-3.26192320927,6.50656,True
66,desc,62660.2212096,2030-06-08,13670312.5068,1.0690828208,296.51175,0.477218615118,-0.956661105673,1.73971056938e-06,0.748909754993,19.8826531828,-19.1871168435,38.56598,True
170,asc,62660.3846363,2030-06-08,13684432.5754,2.17395614279,135.03605,-1.53818603097,1.53625162161,1.26659870148e-07,2.81848640706,36.1018922825,0.936257981943,3.58083,False
226,desc,62660.4323565,2030-06-08,13688555.6053,1.08756757241,330.72865,0.948700280855,-0.531762166447,4.39584255219e-06,1.29667867458,37.9647350761,-19.8913863391,45.86726,True
294,asc,62661.4567412,2030-06-09,13777062.4411,0.59322375123,187.91609,-0.587570819196,-0.0817003760859,4.02331352234e-07,0.963838546821,34.7253125447,2.75171724974,3.7759,False
27,asc,62663.4591421,2030-06-11,13950069.8768,1.04048377536,43.45101,0.755352384101,0.715576175269,-5.54788857698e-06,1.96652624158,53.929651991,30.2756901912,60.6846,True
105,asc,62663.6771978,2030-06-11,13968909.8923,1.15925096641,156.83722,-1.06580496846,0.45598527645,-3.1515955925e-06,1.68119404054,45.6243668228,16.2062728932,37.1231,True
109,desc,62664.0934787,2030-06-12,14004876.564,0.650819028605,145.49909,-0.536351150727,0.368636475553,9.73232090473e-07,1.4030007524,66.2924342868,-6.38100036272,8.88522,False
68,desc,62664.8119006,2030-06-12,14066948.2078,0.986755910689,319.30103,0.748105104664,-0.64344850583,1.37649476528e-06,1.00832518297,32.9767775028,-7.66099793498,13.91996,True
52,asc,62666.5827435,2030-06-14,14219949.0415,0.984975461154,131.99742,-0.659044266239,0.732009094351,3.09199094772e-06,1.80396515664,60.0861749655,22.7874801947,42.36114,True
79,asc,62671.0808078,2030-06-19,14608581.7919,1.58516123012,264.506,-0.151765736659,-1.57787936379,3.81842255592e-08,0.567635575753,9.16425628897,3.29404251431,9.02376,True
155,asc,62672.6887042,2030-06-20,14747504.0433,0.974045835208,286.22318,0.272128522809,-0.935260047346,2.62260437012e-06,0.345581661055,11.7727142278,10.6228736428,19.00837,True
61,desc,62674.3683053,2030-06-22,14892621.5765,2.56357783516,357.7231,2.56155387478,-0.101848237743,-1.54599547386e-07,2.75375612762,44.3509196299,-1.00437743035,4.44104,False
30,desc,62675.6568593,2030-06-23,15003952.647,1.19478123099,215.50297,-0.972653975199,-0.693863411958,1.74157321453e-07,1.01208955632,10.9836807223,-2.77079219232,6.35218,True
213,asc,62677.7813713,2030-06-25,15187510.4804,1.50603078883,33.49564,1.25592097265,0.831138524774,4.50760126114e-06,2.22288054186,33.3048915126,18.4935890385,59.33202,True
21,desc,62678.2729141,2030-06-26,15229979.7815,0.902458400332,131.6149,-0.599341266762,0.67470083021,-2.1792948246e-07,1.80574757712,66.4831627787,-4.4333619766,7.13333,True
229,desc,62683.6733979,2030-07-01,15696581.5786,1.07136512009,219.09556,-0.831481410134,-0.675619630523,1.03190541267e-06,1.01020132548,34.0162264814,-11.84409132,24.832,True
162,desc,62688.9487311,2030-07-06,16152370.3694,1.03395903928,276.44687,0.116094815737,-1.02742069702,-1.1995434761e-06,0.0981291028758,9.75705463778,-7.5407019947,16.72622,True
111,asc,62689.5339986,2030-07-07,16202937.4779,3.18097401555,248.22125,-1.18021595648,-2.95392721367,-1.02818012238e-06,2.40756931957,19.3238797494,5.72599723923,30.25143,False
154,asc,62690.3755242,2030-07-08,16275645.2883,1.02695533078,58.61606,0.534807898537,0.876708482378,-9.90927219391e-07,1.89248317474,61.0158534833,5.98962914627,9.93722,True
255,desc,62690.6038075,2030-07-08,16295368.9639,1.36051847046,119.46913,-0.669313259628,1.1844957868,-2.74740159512e-08,2.35624266793,50.7333527215,-0.724964868357,1.97262,True
86,desc,62690.9988249,2030-07-08,16329498.4734,1.45650864537,91.0619,-0.0269928780007,1.45625849992,4.3585896492e-06,2.46019398625,45.8972325723,-18.2925870372,55.85289,True
278,desc,62691.1988342,2030-07-09,16346779.2712,0.295975970714,117.22413,-0.135400856131,0.263188874003,-9.34582203627e-07,1.30837693541,99.3510690374,-9.86381093381,8.35561,False
103,desc,62693.1817899,2030-07-11,16518106.6483,0.818163742333,131.92731,-0.546686585342,0.608708211441,-2.23517417908e-07,1.78997780946,64.0391114192,-2.62701446312,4.69797,True
81,desc,62694.6380727,2030-07-12,16643929.4835,0.883137983233,310.14228,0.569348379876,-0.675111190666,-3.35276126862e-08,0.399737269199,32.3993848104,-7.20238227673,17.0676,True
148,desc,62700.1140668,2030-07-18,17117055.3724,3.15883829985,228.48253,-2.09383085215,-2.36519169776,2.75671482086e-07,2.86252322727,17.8700998478,-1.98654946961,9.87177,False
84,desc,62700.5620813,2030-07-18,17155763.8227,1.03605958041,145.70748,-0.855963266616,0.583734820247,1.13854184747e-06,1.97067669493,62.5036201871,-4.14408460782,6.69302,True
