id,a_au,e,i_deg,Omega_deg,omega_deg,M0_deg,q_au,Q_au,period_d,period_yr,n_rad_s,n_deg_per_day,r_asc_node_au,r_desc_node_au,lon_asc_node_deg,lon_desc_node_deg,crosses_annulus_0p7_1p5,crosses_band_0p8_1p6,retrograde,r_at_t0_au,z_at_t0_au,r_min_window_au,t_r_min_mjd,date_r_min,r_max_window_au,t_r_max_mjd,date_r_max,zabs_max_window_au,n_perihelion_passages,perihelion_dates_mjd,n_asc_crossings,n_desc_crossings,n_ecliptic_crossings,n_node_crossings_in_band,n_node_crossings_0p6_2p0,asc_crossings_mjd_r,desc_crossings_mjd_r,moid_au,moid_km,moid_r_helio_au,moid_lon_deg,moid_z_au,d_earth_min_window_au,d_earth_min_window_km,t_d_earth_min_mjd,date_d_earth_min,v_rel_earth_at_min_kms,n_earth_approaches_lt_0p10au,n_earth_approaches_lt_0p05au,n_earth_approaches_lt_0p02au,days_in_band,frac_in_band,days_accessible,frac_accessible,n_access_windows,v_rel_earth_min_kms,v_rel_earth_max_kms,difficulty,note
11,2.4391983,0.6118902,39.51172,347.89802,162.3993,287.72364,0.946676764373,3.93171983563,1391.4547572,3.80959550225,5.2263324977e-08,0.258722030406,3.66148411108,0.963804249473,347.89802,167.89802,True,True,False,3.28158814552,0.413838511945,0.946676764373,62870.8138821,2031-01-04,3.93171983563,63566.5412607,2032-11-30,1.54774671549,4,62870.81;64262.27;65653.72;67045.18,4,4,8,4,4,63779.67:3.661;65171.12:3.661;66562.58:3.661;67954.03:3.661,62883.93:0.964;64275.38:0.964;65666.84:0.964;67058.29:0.964,0.0289691529529,4333723.59774,0.964676678448,168.23602886,-0.004693156455,0.877575157554,131283374.949,62876.6867213,2031-01-10,33.4533810341,0,0,0,827.886668492,0.151108677799,56.9921981933,0.0104024089789,4,9.7227020436,64.7775188039,hard,
12,2.5430471,0.6246302,0.44808,125.36536,277.86165,125.51616,0.954583081318,4.13151111868,1481.25569364,4.05545706676,4.9094867604e-08,0.243037040497,1.42877315725,1.69572351956,125.36536,305.36536,True,True,False,3.20210686818,0.0224123861966,0.954583081318,63646.0627022,2033-02-18,4.13151111868,65867.9462426,2039-03-20,0.0321205599973,3,63646.06;65127.32;66608.57,3,4,7,3,7,63728.14:1.429;65209.40:1.429;66690.65:1.429,63532.95:1.696;65014.20:1.696;66495.46:1.696;67976.71:1.696,0.00652872916154,976683.980943,0.986754039294,66.9933904945,-0.00657068524874,1.47446108623,220576238.93,63665.0252991,2033-03-09,54.1065690993,0,0,0,611.916233233,0.111689022721,611.916233233,0.111689022721,3,8.4848209612,64.2114246965,easy,
13,2.1785708,0.7108614,2.52172,74.85241,98.3819,158.2996,0.629908911113,3.72723268889,1174.50790587,3.21562739458,6.1917039300e-08,0.306511346753,1.20226912507,0.976499408812,74.85241,254.85241,True,True,False,3.702855986,-0.159010071769,0.629908911113,63032.5598904,2031-06-15,3.72723268889,63619.8138433,2033-01-22,0.162747347903,5,63032.56;64207.07;65381.58;66556.08;67730.59,5,5,10,10,10,62969.58:1.202;64144.09:1.202;65318.60:1.202;66493.11:1.202;67667.62:1.202,63076.30:0.976;64250.81:0.976;65425.32:0.976;66599.82:0.976;67774.33:0.976,0.0028146603997,421067.202539,1.01663762516,258.385049658,-0.00275880414961,0.119701804091,17907135.011,67775.8556658,2044-06-09,16.7059576564,0,0,0,709.9028196,0.129573866229,709.9028196,0.129573866229,10,5.06233436164,77.6743050953,easy,
14,2.136714,0.574076,8.85374,226.433,31.25146,317.0831,0.910077773736,3.36335022626,1140.8223483,3.12340136426,6.3745290645e-08,0.315561840577,0.960929619818,2.8131702881,226.433,46.433,True,True,False,0.971708519343,0.136148474848,0.910077773736,64758.4685967,2036-03-06,3.36335022626,65328.8797708,2037-09-27,0.384483133963,4,63617.65;64758.47;65899.29;67040.11,4,5,9,4,4,63594.88:0.961;64735.71:0.961;65876.53:0.961;67017.35:0.961,62781.14:2.813;63921.96:2.813;65062.78:2.813;66203.60:2.813;67344.43:2.813,0.0268341608581,4014333.3264,0.99465724229,217.857572648,-0.0230965506059,0.0298617087836,4467248.04949,67009.381966,2042-05-05,12.8668265023,1,1,0,958.36880646,0.174924719409,255.964960307,0.0467195912036,4,2.74678410441,67.7718448404,easy,
15,2.7243079,0.6415852,13.83947,133.6246,166.78307,0.37394,0.976432271117,4.47218352888,1642.41427701,4.4966852211,4.4277532888e-08,0.219189521815,4.2697288009,0.986646645761,133.6246,313.6246,True,True,False,3.29332911445,0.316010437619,0.976432271117,62840.7082648,2030-12-05,4.47218352888,63661.9154033,2033-03-05,0.604509096128,4,62840.71;64483.12;66125.54;67767.95,3,4,7,4,4,63867.32:4.270;65509.74:4.270;67152.15:4.270,62850.88:0.987;64493.29:0.987;66135.71:0.987;67778.12:0.987,0.0267843651802,4006883.99901,0.991503114903,316.35785424,-0.0116470682309,0.79465642919,118878909.745,64454.801957,2035-05-07,32.8374523197,0,0,0,796.89091158,0.145451227302,154.478852998,0.028196003285,4,5.62701009253,62.5463316154,moderate,
16,2.2620457,0.5935572,23.15184,235.51959,140.00618,133.16977,0.919392188036,3.60469921196,1242.65476355,3.40220332253,5.8521525286e-08,0.289702345783,2.68694470734,1.00712962515,235.51959,55.51959,True,True,False,3.53365601532,-1.05663998661,0.919392188036,66953.5959037,2042-03-10,3.60469921196,62604.3042313,2030-04-13,1.13137251751,4,63225.63;64468.29;65710.94;66953.60,5,4,9,4,4,62962.64:2.687;64205.30:2.687;65447.95:2.687;66690.61:2.687;67933.26:2.687,63255.79:1.007;64498.44:1.007;65741.10:1.007;66983.75:1.007,0.0150050462438,2244722.96783,1.00154987947,54.3857281984,0.00847441870236,0.189576334918,28360216.0388,65733.9930855,2038-11-06,15.0961334664,0,0,0,851.88338352,0.155488639474,98.9864494936,0.0180673419108,4,7.46832488545,65.7839187552,hard,
17,2.2301886,0.5419751,39.65677,267.12483,5.0141,305.534,1.0214819105,3.4388952895,1216.49636113,3.33058551988,5.9779917548e-08,0.295931834654,1.02285769599,3.42339354379,267.12483,87.12483,True,True,False,1.52687028746,-0.964086427095,1.0214819105,63817.0418634,2033-08-08,3.4388952895,64425.290044,2035-04-08,1.2654324569,5,62600.55;63817.04;65033.54;66250.03;67466.53,5,4,9,5,5,62596.31:1.023;63812.81:1.023;65029.30:1.023;66245.80:1.023;67462.30:1.023,63161.00:3.423;64377.50:3.423;65593.99:3.423;66810.49:3.423,0.00505421914294,756100.421835,1.02284208046,267.146784611,0.000324889700565,0.567186492166,84849891.5179,67460.6004078,2043-07-30,27.7560914901,0,0,0,1072.85313441,0.195820786568,74.9897344648,0.0136873802354,5,7.35984801529,61.7291994936,hard,
18,2.2052447,0.6598497,3.02961,82.16378,169.30021,336.40315,0.750114646278,3.66037475372,1196.14438902,3.274864857,6.0797051622e-08,0.300967009756,3.54094671638,0.755335347102,82.16378,262.16378,True,True,False,0.866661368613,-0.0281176044521,0.750114646278,63670.6922217,2033-03-14,3.66037475372,63072.6200272,2031-07-25,0.103011731522,4,63670.69;64866.84;66062.98;67259.13,4,4,8,0,4,63200.13:3.541;64396.27:3.541;65592.41:3.541;66788.56:3.541,63676.19:0.755;64872.34:0.755;66068.48:0.755;67264.63:0.755,0.0459689903501,6876863.07461,1.01125357639,320.915698079,-0.0457104211867,0.201474739575,30140192.0403,64893.8979979,2036-07-19,13.3341179593,0,0,0,761.3957706,0.13897253399,761.3957706,0.13897253399,9,0.635281584305,72.3965324706,easy,
19,1.9236716,0.6388452,10.7844,40.94164,103.1481,101.26122,0.694743231964,3.15259996804,974.529133688,2.66811535575,7.4622758471e-08,0.369409171625,1.33216309403,0.994114475636,40.94164,220.94164,True,True,False,3.02711035685,-0.510909604086,0.694743231964,62874.9415757,2031-01-08,3.15259996804,63362.2061425,2032-05-10,0.580046279563,6,62874.94;63849.47;64824.00;65798.53;66773.06;67747.59,6,6,12,12,12,62796.05:1.332;63770.58:1.332;64745.11:1.332;65719.64:1.332;66694.16:1.332;67668.69:1.332,62920.72:0.994;63895.25:0.994;64869.78:0.994;65844.30:0.994;66818.83:0.994;67793.36:0.994,0.00494775430435,740173.508678,1.00761565289,222.326252259,-0.0046376554693,0.166504086371,24908656.7839,62828.1483876,2030-11-23,22.2299300134,0,0,0,985.365110868,0.179852176293,720.901313989,0.131581348663,12,7.60935602134,74.4804227417,moderate,
20,1.961768,0.4930609,5.31181,168.07244,147.23365,266.59627,0.994496904329,2.92903909567,1003.62136068,2.74776553233,7.2459649640e-08,0.35870101425,2.53649301531,1.04965132133,168.07244,348.07244,True,True,False,1.0925116119,-0.0184089408581,0.994496904329,64471.258467,2035-05-24,2.92903909567,65976.6905081,2039-07-07,0.213730811369,5,63467.64;64471.26;65474.88;66478.50;67482.12,5,5,10,5,5,63178.45:2.536;64182.07:2.536;65185.70:2.536;66189.32:2.536;67192.94:2.536,63495.62:1.050;64499.24:1.050;65502.87:1.050;66506.49:1.050;67510.11:1.050,0.0191015069715,2857544.7701,1.02081932094,338.14003521,0.0163686961654,0.0265049009015,3965076.73798,67497.3035752,2043-09-05,8.0395286643,1,1,0,1245.32952368,0.22730176111,692.405214892,0.126380144174,6,2.85279356055,66.4226366316,easy,
21,1.7597807,0.5788447,7.13333,311.6149,120.82624,110.65203,0.741140968643,2.77842043136,852.680345409,2.33451155485,8.5286417774e-08,0.422198074505,1.66360731202,0.902458400332,311.6149,131.6149,True,True,False,1.80905465512,-0.0264934699928,0.741140968643,62643.2751043,2030-05-22,2.77842043136,63922.2956224,2033-11-21,0.317315603148,7,62643.28;63495.96;64348.64;65201.32;66054.00;66906.68;67759.36,7,7,14,7,14,62521.14:1.664;63373.82:1.664;64226.50:1.664;65079.18:1.664;65931.86:1.664;66784.54:1.664;67637.22:1.664,62678.27:0.902;63530.95:0.902;64383.63:0.902;65236.31:0.902;66088.99:0.902;66941.67:0.902;67794.35:0.902,0.0248534795655,3718027.62249,0.980404905803,142.823228207,-0.0238420436208,0.268520813642,40170141.9595,66951.955033,2042-03-08,23.2757021468,0,0,0,1318.31953189,0.240624144539,1033.85847249,0.188703348846,21,6.83704311666,72.3043593204,easy,
22,2.1223157,0.653834,34.88704,275.31036,284.97994,241.5195,0.734673536606,3.50995786339,1129.31060666,3.09188393337,6.4395084698e-08,0.318778552044,1.03937071676,1.4621339193,275.31036,95.31036,True,True,False,2.37019570097,0.742587669389,0.734673536606,63830.2914504,2033-08-21,3.50995786339,63265.636147,2032-02-03,1.96312357421,5,62700.98;63830.29;64959.60;66088.91;67218.22,5,5,10,10,10,62748.91:1.039;63878.22:1.039;65007.53:1.039;66136.84:1.039;67266.15:1.039,62611.14:1.462;63740.45:1.462;64869.76:1.462;65999.07:1.462;67128.38:1.462,0.015337399344,2294442.28393,1.02948453228,274.472960601,-0.0104904701166,1.02274124938,152999913.184,62733.0408845,2030-08-20,51.279676283,0,0,0,843.384546948,0.153937403048,230.968382152,0.0421571311251,10,17.4073383912,74.1563589908,hard,
23,2.8902616,0.8954152,24.285,126.52941,302.96204,171.66312,0.302277431384,5.47824576862,1794.75080272,4.91375989795,4.0519303324e-08,0.200584949985,0.385253346022,1.11723747542,126.52941,306.52941,True,True,False,4.10869841462,1.61664560678,0.302277431384,63933.6890432,2033-12-02,5.47824576862,63036.3136418,2031-06-19,1.93113240849,3,63933.69;65728.44;67523.19,3,3,6,3,3,63941.97:0.385;65736.72:0.385;67531.47:0.385,63886.90:1.117;65681.65:1.117;67476.40:1.117,0.0266739238101,3990362.2052,1.02383306815,309.721124903,-0.025712254893,0.14542657402,21755505.8166,67479.6478692,2043-08-18,29.1337466803,0,0,0,290.960169724,0.0531070353134,115.484191076,0.0210785655626,3,8.08530093341,73.3779740485,hard,
24,1.2900749,0.2993525,64.00427,94.35212,61.50561,121.87829,0.903887753498,1.6762620465,535.20580501,1.46531363452,1.3587680008e-07,0.672638444184,1.02769998786,1.3701429057,94.35212,274.35212,True,True,False,1.35231063866,-0.990222339016,0.903887753498,64765.2462786,2036-03-13,1.6762620465,62892.0259611,2031-01-26,1.45273510816,11,62624.42;63159.63;63694.83;64230.04;64765.25;65300.45;65835.66;66370.86;66906.07;67441.28;67976.48,11,10,21,21,21,62572.96:1.028;63108.16:1.028;63643.37:1.028;64178.57:1.028;64713.78:1.028;65248.99:1.028;65784.19:1.028;66319.40:1.028;66854.60:1.028;67389.81:1.028;67925.02:1.028,62751.07:1.370;63286.27:1.370;63821.48:1.370;64356.69:1.370;64891.89:1.370;65427.10:1.370;65962.30:1.370;66497.51:1.370;67032.72:1.370;67567.92:1.370,0.0427638542655,6397381.54104,1.02492716644,94.6482047477,0.0108607662599,0.101898972793,15243869.3563,65787.695385,2038-12-30,34.2865327029,0,0,0,4085.44073364,0.745688475226,298.959074733,0.0545670225386,21,7.0562200919,64.3048838331,hard,
25,1.5415156,0.4059747,24.53703,220.68627,321.78869,266.00592,0.915699266745,2.16733193326,699.06943327,1.91394779814,1.0402693739e-07,0.514970306048,0.976088910962,1.89049657962,220.68627,40.68627,True,True,False,2.10293711856,0.312896484791,0.915699266745,62780.6621672,2030-10-06,2.16733193326,63130.1968838,2031-09-21,0.767477882656,8,62780.66;63479.73;64178.80;64877.87;65576.94;66276.01;66975.08;67674.15,8,8,16,8,16,62810.58:0.976;63509.65:0.976;64208.72:0.976;64907.79:0.976;65606.86:0.976;66305.93:0.976;67005.00:0.976;67704.07:0.976,62577.57:1.890;63276.64:1.890;63975.71:1.890;64674.78:1.890;65373.85:1.890;66072.92:1.890;66771.99:1.890;67471.06:1.890,0.030084106128,4500518.21866,0.981635912643,222.205416447,0.0118793371433,0.154446699524,23104897.3854,67002.0731396,2042-04-28,14.6750314975,0,0,0,2243.19292362,0.409435167442,193.973446482,0.035404690209,8,4.81585236128,65.4819278773,hard,
26,0.8586365,0.6427473,19.2213,161.99674,47.81378,206.20972,0.306750207944,1.41052279206,290.611265748,0.795650282678,2.5023824173e-07,1.23876821868,0.351985044212,0.886596595788,161.99674,341.99674,True,True,False,0.469972107932,0.116126658588,0.306750207944,62777.204073,2030-10-03,1.41052279206,62631.8984401,2030-05-10,0.389616594072,18,62777.20;63067.82;63358.43;63649.04;63939.65;64230.26;64520.87;64811.48;65102.09;65392.71;65683.32;65973.93;66264.54;66555.15;66845.76;67136.37;67426.98;67717.60,18,19,37,19,19,62770.13:0.352;63060.75:0.352;63351.36:0.352;63641.97:0.352;63932.58:0.352;64223.19:0.352;64513.80:0.352;64804.41:0.352;65095.02:0.352;65385.64:0.352;65676.25:0.352;65966.86:0.352;66257.47:0.352;66548.08:0.352;66838.69:0.352;67129.30:0.352;67419.91:0.352;67710.53:0.352,62531.90:0.887;62822.51:0.887;63113.12:0.887;63403.73:0.887;63694.34:0.887;63984.96:0.887;64275.57:0.887;64566.18:0.887;64856.79:0.887;65147.40:0.887;65438.01:0.887;65728.62:0.887;66019.23:0.887;66309.85:0.887;66600.46:0.887;66891.07:0.887;67181.68:0.887;67472.29:0.887;67762.90:0.887,0.0471378150772,7051716.765,0.989623805804,349.174403108,-0.0430701778575,0.0593947963077,8885335.05829,63124.1550073,2031-09-15,20.3707123117,1,0,0,4070.94271831,0.74304224838,565.922529428,0.103294096177,19,9.11156290911,97.5632297211,moderate,
27,1.7764915,0.4144802,60.6846,43.45101,2.59571,109.8499,1.04017094778,2.51281205222,864.854655767,2.36784300005,8.4085865390e-08,0.416254913585,1.04048377536,2.51098828381,43.45101,223.45101,True,True,False,1.80117181284,-1.4388610536,1.04017094778,63530.6634188,2032-10-25,2.51281205222,63098.2360909,2031-08-20,1.43904719367,7,62665.81;63530.66;64395.52;65260.37;66125.23;66990.08;67854.94,7,6,13,7,7,62663.46:1.040;63528.31:1.040;64393.17:1.040;65258.02:1.040;66122.88:1.040;66987.73:1.040;67852.59:1.040,63084.53:2.511;63949.39:2.511;64814.24:2.511;65679.10:2.511;66543.95:2.511;67408.81:2.511,0.0486596293222,7279376.93565,1.04047876936,43.4612184689,0.000330141633019,0.273380660571,40897164.712,66116.1238065,2039-11-24,33.7137453746,0,0,0,1783.75581714,0.3255771512,79.9890500958,0.0145998722511,7,10.6832333736,56.2434944624,hard,
28,2.379216,0.5758477,5.87999,26.93149,174.56857,242.39075,1.0091499386,3.7492820614,1340.44572684,3.66994038834,5.4252142187e-08,0.26856738232,3.72656654819,1.01080834159,26.93149,206.93149,True,True,False,3.51851727022,0.0777125055872,1.0091499386,62978.3591063,2031-04-22,3.7492820614,63648.5819697,2033-02-20,0.212998367506,4,62978.36;64318.80;65659.25;66999.70,4,4,8,4,4,63709.76:3.727;65050.21:3.727;66390.65:3.727;67731.10:3.727,62982.81:1.011;64323.26:1.011;65663.71:1.011;67004.15:1.011,0.00591834163744,885371.307036,1.01053114667,206.459694304,0.000856955653117,0.0422363547585,6318468.73801,67015.3946057,2042-05-11,9.04132005226,2,1,0,839.885026006,0.153298658637,405.444497673,0.0740031024729,4,5.79272439255,59.1826395275,easy,
